date,city,pm25
2021-10-28,Sao Paulo,13.530701637268066
2021-10-29,Sao Paulo,12.083333492279053
2021-10-30,Sao Paulo,11.734601259231567
2021-10-31,Sao Paulo,12.250946998596191
2021-11-01,Sao Paulo,8.313988208770752
2021-11-02,Sao Paulo,6.028950273990631
2021-11-03,Sao Paulo,10.416666825612387
2021-11-04,Sao Paulo,18.125
2021-11-05,Sao Paulo,21.19444465637207
2021-11-06,Sao Paulo,15.166666348775228
2021-11-07,Sao Paulo,9.871212164560953
2021-11-08,Sao Paulo,12.666666507720947
2021-11-09,Sao Paulo,14.354166507720947
2021-11-10,Sao Paulo,12.458333015441895
2021-11-11,Sao Paulo,12.416666507720947
2021-11-12,Sao Paulo,9.25
2021-11-13,Sao Paulo,9.25
2021-11-14,Sao Paulo,10.1875
2021-11-15,Sao Paulo,16.4375
2021-11-16,Sao Paulo,19.5
2021-11-17,Sao Paulo,22.094696680704754
2021-11-18,Sao Paulo,17.19444465637207
2021-11-19,Sao Paulo,6.278409123420715
2021-11-20,Sao Paulo,6.6250001192092896
2021-11-21,Sao Paulo,12.121381521224976
2021-11-22,Sao Paulo,14.613636016845703
2021-11-23,Sao Paulo,19.520833730697632
2021-11-24,Sao Paulo,14.791666746139526
2021-11-25,Sao Paulo,24.77309799194336
2021-11-26,Sao Paulo,13.682291984558105
2021-11-27,Sao Paulo,10.460317611694336
2021-11-28,Sao Paulo,17.888888359069824
2021-11-29,Sao Paulo,15.930555979410807
2021-11-30,Sao Paulo,9.541666507720947
2021-12-01,Sao Paulo,13.77529764175415
2021-12-02,Sao Paulo,14.896286249160767
2021-12-03,Sao Paulo,9.389881134033203
2021-12-04,Sao Paulo,10.822916507720947
2021-12-05,Sao Paulo,12.458333253860474
2021-12-06,Sao Paulo,9.182675302028656
2021-12-07,Sao Paulo,5.725378692150116
2021-12-08,Sao Paulo,6.486742436885834
2021-12-09,Sao Paulo,6.581845223903656
2021-12-10,Sao Paulo,9.964285731315613
2021-12-11,Sao Paulo,14.541666507720947
2021-12-12,Sao Paulo,16.87499976158142
2021-12-13,Sao Paulo,12.11820650100708
2021-12-14,Sao Paulo,16.400362491607666
2021-12-15,Sao Paulo,10.322916746139526
2021-12-16,Sao Paulo,10.753623187541962
2021-12-17,Sao Paulo,8.62228262424469
2021-12-18,Sao Paulo,6.390970706939697
2021-12-19,Sao Paulo,5.2418859004974365
2021-12-20,Sao Paulo,9.765909314155579
2021-12-21,Sao Paulo,18.726763248443604
2021-12-22,Sao Paulo,20.75
2021-12-23,Sao Paulo,8.080357193946838
2021-12-24,Sao Paulo,4.499547183513641
2021-12-25,Sao Paulo,7.48505437374115
2021-12-26,Sao Paulo,10.194444497426352
2021-12-27,Sao Paulo,14.912698745727539
2021-12-28,Sao Paulo,17.111111640930176
2021-12-29,Sao Paulo,18.458333015441895
2021-12-30,Sao Paulo,12.111111005147299
2021-12-31,Sao Paulo,8.550000031789144
2022-01-01,Sao Paulo,15.741161346435547
2022-01-02,Sao Paulo,7.638888676961263
2022-01-03,Sao Paulo,12.105072657267252
2022-01-04,Sao Paulo,7.949501872062683
2022-01-05,Sao Paulo,7.385416626930237
2022-01-06,Sao Paulo,5.527264475822449
2022-01-07,Sao Paulo,4.114035129547119
2022-01-08,Sao Paulo,3.7962963581085205
2022-01-09,Sao Paulo,4.291666746139526
2022-01-10,Sao Paulo,10.073266744613647
2022-01-11,Sao Paulo,10.250000238418579
2022-01-12,Sao Paulo,10.142857074737549
2022-01-13,Sao Paulo,11.719202995300293
2022-01-14,Sao Paulo,20.291666507720947
2022-01-15,Sao Paulo,19.262046813964844
2022-01-16,Sao Paulo,8.612908005714417
2022-01-17,Sao Paulo,8.70359855890274
2022-01-18,Sao Paulo,10.691666603088379
2022-01-19,Sao Paulo,6.617167840401332
2022-01-20,Sao Paulo,14.60054349899292
2022-01-21,Sao Paulo,20.707653999328613
2022-01-22,Sao Paulo,13.059191107749939
2022-01-23,Sao Paulo,10.648550669352213
2022-01-24,Sao Paulo,25.31417226791382
2022-01-25,Sao Paulo,20.375
2022-01-26,Sao Paulo,12.036080996195475
2022-01-27,Sao Paulo,2.5
2022-01-28,Sao Paulo,3.5
2022-01-29,Sao Paulo,3.4772726694742837
2022-01-30,Sao Paulo,3.146376848220825
2022-01-31,Sao Paulo,4.204545497894287
2022-02-01,Sao Paulo,7.297954082489014
2022-02-02,Sao Paulo,14.120370546976725
2022-02-03,Sao Paulo,12.335295915603638
2022-02-04,Sao Paulo,9.654968619346619
2022-02-05,Sao Paulo,8.38578712940216
2022-02-06,Sao Paulo,7.176767826080322
2022-02-07,Sao Paulo,6.572463691234589
2022-02-08,Sao Paulo,11.316123008728027
2022-02-09,Sao Paulo,12.367753624916077
2022-02-10,Sao Paulo,11.56250011920929
2022-02-11,Sao Paulo,10.062500238418579
2022-02-12,Sao Paulo,9.341666579246521
2022-02-13,Sao Paulo,10.098958253860474
2022-02-14,Sao Paulo,17.348710298538208
2022-02-15,Sao Paulo,13.914434432983398
2022-02-16,Sao Paulo,14.689814885457357
2022-02-17,Sao Paulo,13.10897413889567
2022-02-18,Sao Paulo,10.501420497894287
2022-02-19,Sao Paulo,12.610248565673828
2022-02-20,Sao Paulo,10.882699251174927
2022-02-21,Sao Paulo,14.227355241775513
2022-02-22,Sao Paulo,21.740530490875244
2022-02-23,Sao Paulo,21.571104526519775
2022-02-24,Sao Paulo,17.104166507720947
2022-02-25,Sao Paulo,18.567261695861816
2022-02-26,Sao Paulo,18.888888676961262
2022-02-27,Sao Paulo,22.583333333333332
2022-02-28,Sao Paulo,17.255383014678955
2022-03-01,Sao Paulo,15.687499761581421
2022-03-02,Sao Paulo,14.033143758773804
2022-03-03,Sao Paulo,19.645833015441895
2022-03-04,Sao Paulo,18.393750190734863
2022-03-06,Sao Paulo,12.066666603088379
2022-03-07,Sao Paulo,17.873477697372437
2022-03-08,Sao Paulo,18.290178537368774
2022-03-09,Sao Paulo,20.69318199157715
2022-03-10,Sao Paulo,15.848814249038696
2022-03-11,Sao Paulo,10.043025493621826
2022-03-12,Sao Paulo,10.171366095542908
2022-03-13,Sao Paulo,10.015563607215881
2022-03-14,Sao Paulo,11.597673296928406
2022-03-15,Sao Paulo,9.392045617103577
2022-03-16,Sao Paulo,12.458333253860474
2022-03-17,Sao Paulo,17.17663073539734
2022-03-18,Sao Paulo,15.817028999328613
2022-03-19,Sao Paulo,14.263888835906982
2022-03-20,Sao Paulo,5.534663736820221
2022-03-21,Sao Paulo,5.27367427945137
2022-03-22,Sao Paulo,11.192856967449188
2022-03-23,Sao Paulo,19.75
2022-03-24,Sao Paulo,16.458333651224773
2022-03-25,Sao Paulo,17.291666348775227
2022-03-26,Sao Paulo,14.555555979410807
2022-03-27,Sao Paulo,10.841269493103027
2022-03-28,Sao Paulo,8.555555582046509
2022-03-29,Sao Paulo,10.808333158493042
2022-03-30,Sao Paulo,11.552083194255829
2022-03-31,Sao Paulo,4.479166746139526
2022-04-01,Sao Paulo,6.031250178813934
2022-04-02,Sao Paulo,4.239583283662796
2022-04-03,Sao Paulo,5.75
2022-04-04,Sao Paulo,9.354166746139526
2022-04-05,Sao Paulo,7.349999874830246
2022-04-06,Sao Paulo,12.291666666666666
2022-04-07,Sao Paulo,10.916666686534882
2022-04-08,Sao Paulo,13.23848682641983
2022-04-09,Sao Paulo,12.760416507720947
2022-04-10,Sao Paulo,8.735119193792343
2022-04-11,Sao Paulo,14.375
2022-04-12,Sao Paulo,18.916666666666668
2022-04-13,Sao Paulo,15.444444338480631
2022-04-14,Sao Paulo,7.180555661519368
2022-04-15,Sao Paulo,5.930555502573649
2022-04-16,Sao Paulo,7.3472221692403155
2022-04-17,Sao Paulo,5.354166746139526
2022-04-18,Sao Paulo,10.816993395487467
2022-04-19,Sao Paulo,13.87499968210856
2022-04-20,Sao Paulo,17.888888994852703
2022-04-21,Sao Paulo,18.555555661519367
2022-04-22,Sao Paulo,33.541666666666664
2022-04-23,Sao Paulo,17.60648187001546
2022-04-24,Sao Paulo,17.430555661519367
2022-04-25,Sao Paulo,16.611111005147297
2022-04-26,Sao Paulo,20.730159123738606
2022-04-27,Sao Paulo,45.222222646077476
2022-04-28,Sao Paulo,27.638888041178387
2022-04-29,Sao Paulo,18.194444338480633
2022-04-30,Sao Paulo,8.069444497426352
2022-05-01,Sao Paulo,11.791666666666666
2022-05-02,Sao Paulo,21.236111323038738
2022-05-03,Sao Paulo,18.486111323038738
2022-05-04,Sao Paulo,12.075396855672201
2022-05-05,Sao Paulo,10.875
2022-05-06,Sao Paulo,7.972222328186035
2022-05-07,Sao Paulo,10.125
2022-05-08,Sao Paulo,9.194444338480631
2022-05-09,Sao Paulo,12.680555661519369
2022-05-10,Sao Paulo,17.625
2022-05-11,Sao Paulo,20.81944465637207
2022-05-12,Sao Paulo,11.388888994852701
2022-05-13,Sao Paulo,18.902777989705402
2022-05-14,Sao Paulo,18.152777989705402
2022-05-15,Sao Paulo,12.69444465637207
2022-05-16,Sao Paulo,11.236111323038736
2022-05-17,Sao Paulo,9.208333333333334
2022-05-18,Sao Paulo,16.35833279291789
2022-05-19,Sao Paulo,16.527777671813965
2022-05-20,Sao Paulo,30.11111068725586
2022-05-21,Sao Paulo,20.527777989705402
2022-05-22,Sao Paulo,22.375
2022-05-23,Sao Paulo,27.277777989705402
2022-05-24,Sao Paulo,28.736111323038738
2022-05-25,Sao Paulo,29.499999523162842
2022-05-26,Sao Paulo,36.44047689437866
2022-05-27,Sao Paulo,45.24999952316284
2022-05-28,Sao Paulo,28.9255952835083
2022-05-29,Sao Paulo,15.083333492279053
2022-05-30,Sao Paulo,17.760416507720947
2022-05-31,Sao Paulo,6.135416746139526
2022-06-01,Sao Paulo,21.250000476837158
2022-06-02,Sao Paulo,18.658061981201172
2022-06-03,Sao Paulo,7.544507622718811
2022-06-04,Sao Paulo,6.6408514976501465
2022-06-05,Sao Paulo,13.364583253860474
2022-06-06,Sao Paulo,22.020833492279053
2022-06-07,Sao Paulo,22.541666507720947
2022-06-08,Sao Paulo,12.75
2022-06-09,Sao Paulo,21.09375
2022-06-10,Sao Paulo,10.947916746139526
2022-06-11,Sao Paulo,8.995265126228333
2022-06-12,Sao Paulo,9.39393949508667
2022-06-13,Sao Paulo,14.59375
2022-06-14,Sao Paulo,13.625000238418579
2022-06-15,Sao Paulo,21.624999523162842
2022-06-16,Sao Paulo,38.72916650772095
2022-06-17,Sao Paulo,35.802082538604736
2022-06-18,Sao Paulo,9.447916626930237
2022-06-19,Sao Paulo,12.989583492279053
2022-06-20,Sao Paulo,19.458333253860474
