value,flagInfo,parameter,period,coordinates,summary,coverage
20.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-18T03:00:00Z', 'local': '2017-09-18T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-19T03:00:00Z', 'local': '2017-09-19T00:00:00-03:00'}}",,"{'min': 1.0, 'q02': 1.4199999570846558, 'q25': 4.75, 'median': 13.0, 'q75': 35.25, 'q98': 57.959999084472656, 'max': 63.0, 'avg': 20.772727966308594, 'sd': 18.938325881958008}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 22, 'observedInterval': '22:00:00', 'percentComplete': 92.0, 'percentCoverage': 92.0, 'datetimeFrom': {'utc': '2017-09-18T04:00:00Z', 'local': '2017-09-18T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-19T02:00:00Z', 'local': '2017-09-18T23:00:00-03:00'}}"
37.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-19T03:00:00Z', 'local': '2017-09-19T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-20T03:00:00Z', 'local': '2017-09-20T00:00:00-03:00'}}",,"{'min': 12.0, 'q02': 12.359999656677246, 'q25': 22.0, 'median': 32.0, 'q75': 55.5, 'q98': 64.91999816894531, 'max': 66.0, 'avg': 37.157894134521484, 'sd': 19.006616592407227}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 19, 'observedInterval': '19:00:00', 'percentComplete': 79.0, 'percentCoverage': 79.0, 'datetimeFrom': {'utc': '2017-09-19T04:00:00Z', 'local': '2017-09-19T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-20T00:00:00Z', 'local': '2017-09-19T21:00:00-03:00'}}"
23.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-20T03:00:00Z', 'local': '2017-09-20T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-21T03:00:00Z', 'local': '2017-09-21T00:00:00-03:00'}}",,"{'min': 23.0, 'q02': 23.0, 'q25': 23.0, 'median': 23.0, 'q75': 23.0, 'q98': 23.0, 'max': 23.0, 'avg': 23.0, 'sd': None}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 4.0, 'percentCoverage': 4.0, 'datetimeFrom': {'utc': '2017-09-21T01:00:00Z', 'local': '2017-09-20T22:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-21T01:00:00Z', 'local': '2017-09-20T22:00:00-03:00'}}"
37.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-21T03:00:00Z', 'local': '2017-09-21T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-22T03:00:00Z', 'local': '2017-09-22T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.8399999737739563, 'q25': 16.0, 'median': 40.5, 'q75': 50.75, 'q98': 82.58000183105469, 'max': 83.0, 'avg': 37.8636360168457, 'sd': 26.159393310546875}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 22, 'observedInterval': '22:00:00', 'percentComplete': 92.0, 'percentCoverage': 92.0, 'datetimeFrom': {'utc': '2017-09-21T04:00:00Z', 'local': '2017-09-21T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-22T02:00:00Z', 'local': '2017-09-21T23:00:00-03:00'}}"
28.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-22T03:00:00Z', 'local': '2017-09-22T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-23T03:00:00Z', 'local': '2017-09-23T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.0, 'q25': 17.0, 'median': 25.0, 'q75': 42.5, 'q98': 55.279998779296875, 'max': 56.0, 'avg': 28.157894134521484, 'sd': 17.880043029785156}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 19, 'observedInterval': '19:00:00', 'percentComplete': 79.0, 'percentCoverage': 79.0, 'datetimeFrom': {'utc': '2017-09-22T04:00:00Z', 'local': '2017-09-22T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-23T02:00:00Z', 'local': '2017-09-22T23:00:00-03:00'}}"
30.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-23T03:00:00Z', 'local': '2017-09-23T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-24T03:00:00Z', 'local': '2017-09-24T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.0, 'q25': 8.0, 'median': 33.0, 'q75': 49.0, 'q98': 63.279998779296875, 'max': 64.0, 'avg': 30.947368621826172, 'sd': 22.317092895507812}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 19, 'observedInterval': '19:00:00', 'percentComplete': 79.0, 'percentCoverage': 79.0, 'datetimeFrom': {'utc': '2017-09-23T04:00:00Z', 'local': '2017-09-23T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-24T02:00:00Z', 'local': '2017-09-23T23:00:00-03:00'}}"
14.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-24T03:00:00Z', 'local': '2017-09-24T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-25T03:00:00Z', 'local': '2017-09-25T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.3400000035762787, 'q25': 2.0, 'median': 9.5, 'q75': 27.75, 'q98': 38.279998779296875, 'max': 41.0, 'avg': 14.222222328186035, 'sd': 13.610357284545898}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 18, 'observedInterval': '18:00:00', 'percentComplete': 75.0, 'percentCoverage': 75.0, 'datetimeFrom': {'utc': '2017-09-24T04:00:00Z', 'local': '2017-09-24T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-25T01:00:00Z', 'local': '2017-09-24T22:00:00-03:00'}}"
23.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-25T03:00:00Z', 'local': '2017-09-25T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-26T03:00:00Z', 'local': '2017-09-26T00:00:00-03:00'}}",,"{'min': 1.0, 'q02': 1.440000057220459, 'q25': 8.0, 'median': 20.0, 'q75': 40.5, 'q98': 53.36000061035156, 'max': 56.0, 'avg': 23.65217399597168, 'sd': 18.19492530822754}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 23, 'observedInterval': '23:00:00', 'percentComplete': 96.0, 'percentCoverage': 96.0, 'datetimeFrom': {'utc': '2017-09-25T04:00:00Z', 'local': '2017-09-25T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-26T02:00:00Z', 'local': '2017-09-25T23:00:00-03:00'}}"
27.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-26T03:00:00Z', 'local': '2017-09-26T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-27T03:00:00Z', 'local': '2017-09-27T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.0, 'q25': 1.0, 'median': 21.0, 'q75': 53.5, 'q98': 66.19999694824219, 'max': 68.0, 'avg': 27.947368621826172, 'sd': 25.99460220336914}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 19, 'observedInterval': '19:00:00', 'percentComplete': 79.0, 'percentCoverage': 79.0, 'datetimeFrom': {'utc': '2017-09-26T04:00:00Z', 'local': '2017-09-26T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-27T02:00:00Z', 'local': '2017-09-26T23:00:00-03:00'}}"
38.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-27T03:00:00Z', 'local': '2017-09-27T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-28T03:00:00Z', 'local': '2017-09-28T00:00:00-03:00'}}",,"{'min': 14.0, 'q02': 14.0, 'q25': 18.75, 'median': 46.5, 'q75': 50.25, 'q98': 65.23999786376953, 'max': 66.0, 'avg': 38.79999923706055, 'sd': 17.754465103149414}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 20, 'observedInterval': '20:00:00', 'percentComplete': 83.0, 'percentCoverage': 83.0, 'datetimeFrom': {'utc': '2017-09-27T04:00:00Z', 'local': '2017-09-27T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-28T02:00:00Z', 'local': '2017-09-27T23:00:00-03:00'}}"
32.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-28T03:00:00Z', 'local': '2017-09-28T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-29T03:00:00Z', 'local': '2017-09-29T00:00:00-03:00'}}",,"{'min': 1.0, 'q02': 1.0, 'q25': 9.75, 'median': 32.0, 'q75': 52.0, 'q98': 65.23999786376953, 'max': 66.0, 'avg': 32.45000076293945, 'sd': 23.261611938476562}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 20, 'observedInterval': '20:00:00', 'percentComplete': 83.0, 'percentCoverage': 83.0, 'datetimeFrom': {'utc': '2017-09-28T04:00:00Z', 'local': '2017-09-28T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-29T02:00:00Z', 'local': '2017-09-28T23:00:00-03:00'}}"
13.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-29T03:00:00Z', 'local': '2017-09-29T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-30T03:00:00Z', 'local': '2017-09-30T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.4399999976158142, 'q25': 5.5, 'median': 10.0, 'q75': 16.0, 'q98': 36.119998931884766, 'max': 37.0, 'avg': 13.043478012084961, 'sd': 10.985437393188477}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 23, 'observedInterval': '23:00:00', 'percentComplete': 96.0, 'percentCoverage': 96.0, 'datetimeFrom': {'utc': '2017-09-29T04:00:00Z', 'local': '2017-09-29T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-09-30T02:00:00Z', 'local': '2017-09-29T23:00:00-03:00'}}"
12.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-09-30T03:00:00Z', 'local': '2017-09-30T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-01T03:00:00Z', 'local': '2017-10-01T00:00:00-03:00'}}",,"{'min': 2.0, 'q02': 2.440000057220459, 'q25': 6.5, 'median': 11.0, 'q75': 17.0, 'q98': 30.280000686645508, 'max': 36.0, 'avg': 12.434782981872559, 'sd': 8.311142921447754}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 23, 'observedInterval': '23:00:00', 'percentComplete': 96.0, 'percentCoverage': 96.0, 'datetimeFrom': {'utc': '2017-09-30T04:00:00Z', 'local': '2017-09-30T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-01T02:00:00Z', 'local': '2017-09-30T23:00:00-03:00'}}"
13.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-01T03:00:00Z', 'local': '2017-10-01T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-02T03:00:00Z', 'local': '2017-10-02T00:00:00-03:00'}}",,"{'min': 3.0, 'q02': 3.0, 'q25': 6.0, 'median': 11.5, 'q75': 18.75, 'q98': 31.15999984741211, 'max': 32.0, 'avg': 13.409090995788574, 'sd': 9.15298080444336}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 22, 'observedInterval': '22:00:00', 'percentComplete': 92.0, 'percentCoverage': 92.0, 'datetimeFrom': {'utc': '2017-10-01T04:00:00Z', 'local': '2017-10-01T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-02T02:00:00Z', 'local': '2017-10-01T23:00:00-03:00'}}"
8.91,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-02T03:00:00Z', 'local': '2017-10-02T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-03T03:00:00Z', 'local': '2017-10-03T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.0, 'q25': 2.5, 'median': 7.0, 'q75': 11.0, 'q98': 34.36000061035156, 'max': 37.0, 'avg': 8.913043022155762, 'sd': 9.32695484161377}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 23, 'observedInterval': '23:00:00', 'percentComplete': 96.0, 'percentCoverage': 96.0, 'datetimeFrom': {'utc': '2017-10-02T04:00:00Z', 'local': '2017-10-02T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-03T02:00:00Z', 'local': '2017-10-02T23:00:00-03:00'}}"
7.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-03T03:00:00Z', 'local': '2017-10-03T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-04T03:00:00Z', 'local': '2017-10-04T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.0, 'q25': 2.5, 'median': 5.0, 'q75': 13.0, 'q98': 23.239999771118164, 'max': 25.0, 'avg': 7.695652008056641, 'sd': 7.612399101257324}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 23, 'observedInterval': '23:00:00', 'percentComplete': 96.0, 'percentCoverage': 96.0, 'datetimeFrom': {'utc': '2017-10-03T04:00:00Z', 'local': '2017-10-03T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-04T02:00:00Z', 'local': '2017-10-03T23:00:00-03:00'}}"
13.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-04T03:00:00Z', 'local': '2017-10-04T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-05T03:00:00Z', 'local': '2017-10-05T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.0, 'q25': 1.5, 'median': 12.5, 'q75': 23.5, 'q98': 32.58000183105469, 'max': 33.0, 'avg': 13.545454978942871, 'sd': 11.693413734436035}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 22, 'observedInterval': '22:00:00', 'percentComplete': 92.0, 'percentCoverage': 92.0, 'datetimeFrom': {'utc': '2017-10-04T04:00:00Z', 'local': '2017-10-04T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-05T02:00:00Z', 'local': '2017-10-04T23:00:00-03:00'}}"
21.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-05T03:00:00Z', 'local': '2017-10-05T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-06T03:00:00Z', 'local': '2017-10-06T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.41999998688697815, 'q25': 5.0, 'median': 20.0, 'q75': 33.75, 'q98': 51.900001525878906, 'max': 54.0, 'avg': 21.545454025268555, 'sd': 17.71393585205078}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 22, 'observedInterval': '22:00:00', 'percentComplete': 92.0, 'percentCoverage': 92.0, 'datetimeFrom': {'utc': '2017-10-05T04:00:00Z', 'local': '2017-10-05T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-06T02:00:00Z', 'local': '2017-10-05T23:00:00-03:00'}}"
24.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-06T03:00:00Z', 'local': '2017-10-06T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-07T03:00:00Z', 'local': '2017-10-07T00:00:00-03:00'}}",,"{'min': 2.0, 'q02': 3.319999933242798, 'q25': 12.5, 'median': 19.0, 'q75': 36.5, 'q98': 64.0, 'max': 75.0, 'avg': 24.39130401611328, 'sd': 17.52592658996582}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 23, 'observedInterval': '23:00:00', 'percentComplete': 96.0, 'percentCoverage': 96.0, 'datetimeFrom': {'utc': '2017-10-06T04:00:00Z', 'local': '2017-10-06T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-07T02:00:00Z', 'local': '2017-10-06T23:00:00-03:00'}}"
8.95,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-07T03:00:00Z', 'local': '2017-10-07T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-08T03:00:00Z', 'local': '2017-10-08T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.0, 'q25': 1.0, 'median': 6.0, 'q75': 15.25, 'q98': 24.239999771118164, 'max': 25.0, 'avg': 8.949999809265137, 'sd': 8.654022216796875}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 20, 'observedInterval': '20:00:00', 'percentComplete': 83.0, 'percentCoverage': 83.0, 'datetimeFrom': {'utc': '2017-10-07T04:00:00Z', 'local': '2017-10-07T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-08T02:00:00Z', 'local': '2017-10-07T23:00:00-03:00'}}"
17.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-08T03:00:00Z', 'local': '2017-10-08T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-09T03:00:00Z', 'local': '2017-10-09T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.0, 'q25': 1.5, 'median': 17.0, 'q75': 29.0, 'q98': 39.79999923706055, 'max': 42.0, 'avg': 17.04347801208496, 'sd': 13.87436580657959}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 23, 'observedInterval': '23:00:00', 'percentComplete': 96.0, 'percentCoverage': 96.0, 'datetimeFrom': {'utc': '2017-10-08T04:00:00Z', 'local': '2017-10-08T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-09T02:00:00Z', 'local': '2017-10-08T23:00:00-03:00'}}"
23.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-09T03:00:00Z', 'local': '2017-10-09T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-10T03:00:00Z', 'local': '2017-10-10T00:00:00-03:00'}}",,"{'min': 2.0, 'q02': 4.199999809265137, 'q25': 12.5, 'median': 27.0, 'q75': 35.0, 'q98': 42.2400016784668, 'max': 44.0, 'avg': 23.913043975830078, 'sd': 12.79883861541748}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 23, 'observedInterval': '23:00:00', 'percentComplete': 96.0, 'percentCoverage': 96.0, 'datetimeFrom': {'utc': '2017-10-09T04:00:00Z', 'local': '2017-10-09T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-10T02:00:00Z', 'local': '2017-10-09T23:00:00-03:00'}}"
22.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-10T03:00:00Z', 'local': '2017-10-10T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-11T03:00:00Z', 'local': '2017-10-11T00:00:00-03:00'}}",,"{'min': 2.0, 'q02': 2.440000057220459, 'q25': 4.0, 'median': 18.0, 'q75': 42.0, 'q98': 55.91999816894531, 'max': 59.0, 'avg': 22.39130401611328, 'sd': 19.86714744567871}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 23, 'observedInterval': '23:00:00', 'percentComplete': 96.0, 'percentCoverage': 96.0, 'datetimeFrom': {'utc': '2017-10-10T04:00:00Z', 'local': '2017-10-10T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-11T02:00:00Z', 'local': '2017-10-10T23:00:00-03:00'}}"
27.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-11T03:00:00Z', 'local': '2017-10-11T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-12T03:00:00Z', 'local': '2017-10-12T00:00:00-03:00'}}",,"{'min': 9.0, 'q02': 9.0, 'q25': 14.0, 'median': 25.0, 'q75': 40.0, 'q98': 48.560001373291016, 'max': 49.0, 'avg': 27.173913955688477, 'sd': 14.198758125305176}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 23, 'observedInterval': '23:00:00', 'percentComplete': 96.0, 'percentCoverage': 96.0, 'datetimeFrom': {'utc': '2017-10-11T04:00:00Z', 'local': '2017-10-11T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-12T02:00:00Z', 'local': '2017-10-11T23:00:00-03:00'}}"
22.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-12T03:00:00Z', 'local': '2017-10-12T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-13T03:00:00Z', 'local': '2017-10-13T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.0, 'q25': 6.0, 'median': 30.0, 'q75': 34.5, 'q98': 44.0, 'max': 44.0, 'avg': 22.217391967773438, 'sd': 15.994194030761719}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 23, 'observedInterval': '23:00:00', 'percentComplete': 96.0, 'percentCoverage': 96.0, 'datetimeFrom': {'utc': '2017-10-12T04:00:00Z', 'local': '2017-10-12T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-13T02:00:00Z', 'local': '2017-10-12T23:00:00-03:00'}}"
17.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2017-10-13T03:00:00Z', 'local': '2017-10-13T00:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-14T03:00:00Z', 'local': '2017-10-14T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 0.2199999988079071, 'q25': 4.0, 'median': 15.0, 'q75': 26.75, 'q98': 48.2400016784668, 'max': 50.0, 'avg': 17.58333396911621, 'sd': 16.773672103881836}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 12, 'observedInterval': '12:00:00', 'percentComplete': 50.0, 'percentCoverage': 50.0, 'datetimeFrom': {'utc': '2017-10-13T04:00:00Z', 'local': '2017-10-13T01:00:00-03:00'}, 'datetimeTo': {'utc': '2017-10-13T15:00:00Z', 'local': '2017-10-13T12:00:00-03:00'}}"
13.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2021-01-12T03:00:00Z', 'local': '2021-01-12T00:00:00-03:00'}, 'datetimeTo': {'utc': '2021-01-13T03:00:00Z', 'local': '2021-01-13T00:00:00-03:00'}}",,"{'min': 10.0, 'q02': 10.119999885559082, 'q25': 11.5, 'median': 13.0, 'q75': 14.5, 'q98': 15.880000114440918, 'max': 16.0, 'avg': 13.0, 'sd': 3.0}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2021-01-13T01:00:00Z', 'local': '2021-01-12T22:00:00-03:00'}, 'datetimeTo': {'utc': '2021-01-13T03:00:00Z', 'local': '2021-01-13T00:00:00-03:00'}}"
10.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2021-01-13T03:00:00Z', 'local': '2021-01-13T00:00:00-03:00'}, 'datetimeTo': {'utc': '2021-01-14T03:00:00Z', 'local': '2021-01-14T00:00:00-03:00'}}",,"{'min': 0.0, 'q02': 2.299999952316284, 'q25': 6.0, 'median': 9.5, 'q75': 13.25, 'q98': 19.540000915527344, 'max': 20.0, 'avg': 10.125, 'sd': 4.910614013671875}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2021-01-13T04:00:00Z', 'local': '2021-01-13T01:00:00-03:00'}, 'datetimeTo': {'utc': '2021-01-14T03:00:00Z', 'local': '2021-01-14T00:00:00-03:00'}}"
8.92,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2021-01-14T03:00:00Z', 'local': '2021-01-14T00:00:00-03:00'}, 'datetimeTo': {'utc': '2021-01-15T03:00:00Z', 'local': '2021-01-15T00:00:00-03:00'}}",,"{'min': 2.0, 'q02': 2.9200000762939453, 'q25': 6.0, 'median': 8.5, 'q75': 12.25, 'q98': 14.539999961853027, 'max': 15.0, 'avg': 8.916666984558105, 'sd': 3.786895751953125}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2021-01-14T04:00:00Z', 'local': '2021-01-14T01:00:00-03:00'}, 'datetimeTo': {'utc': '2021-01-15T03:00:00Z', 'local': '2021-01-15T00:00:00-03:00'}}"
