value,flagInfo,parameter,period,coordinates,summary,coverage
13.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-10-31T15:00:00Z', 'local': '2020-11-01T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-01T15:00:00Z', 'local': '2020-11-02T00:00:00+09:00'}}",,"{'min': 9.899999618530273, 'q02': 10.043999671936035, 'q25': 11.800000190734863, 'median': 12.0, 'q75': 15.699999809265137, 'q98': 16.75200080871582, 'max': 16.799999237060547, 'avg': 13.244444847106934, 'sd': 2.5637428760528564}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 9, 'observedInterval': '09:00:00', 'percentComplete': 38.0, 'percentCoverage': 38.0, 'datetimeFrom': {'utc': '2020-10-31T16:00:00Z', 'local': '2020-11-01T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-01T03:00:00Z', 'local': '2020-11-01T12:00:00+09:00'}}"
6.37,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-01T15:00:00Z', 'local': '2020-11-02T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-02T15:00:00Z', 'local': '2020-11-03T00:00:00+09:00'}}",,"{'min': 1.899999976158142, 'q02': 2.0920000076293945, 'q25': 3.799999952316284, 'median': 5.5, 'q75': 9.399999618530273, 'q98': 14.156000137329102, 'max': 15.5, 'avg': 6.370588302612305, 'sd': 3.607070207595825}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 17, 'observedInterval': '17:00:00', 'percentComplete': 71.0, 'percentCoverage': 71.0, 'datetimeFrom': {'utc': '2020-11-01T23:00:00Z', 'local': '2020-11-02T08:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-02T15:00:00Z', 'local': '2020-11-03T00:00:00+09:00'}}"
4.47,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-02T15:00:00Z', 'local': '2020-11-03T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-03T15:00:00Z', 'local': '2020-11-04T00:00:00+09:00'}}",,"{'min': 3.299999952316284, 'q02': 3.299999952316284, 'q25': 3.674999952316284, 'median': 4.400000095367432, 'q75': 4.925000190734863, 'q98': 6.51800012588501, 'max': 7.300000190734863, 'avg': 4.4708333015441895, 'sd': 0.9052883982658386}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-02T16:00:00Z', 'local': '2020-11-03T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-03T15:00:00Z', 'local': '2020-11-04T00:00:00+09:00'}}"
4.41,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-03T15:00:00Z', 'local': '2020-11-04T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-04T15:00:00Z', 'local': '2020-11-05T00:00:00+09:00'}}",,"{'min': 2.4000000953674316, 'q02': 2.446000099182129, 'q25': 3.7750000953674316, 'median': 4.5, 'q75': 5.099999904632568, 'q98': 6.515999794006348, 'max': 6.699999809265137, 'avg': 4.412499904632568, 'sd': 1.1376224756240845}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-03T16:00:00Z', 'local': '2020-11-04T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-04T15:00:00Z', 'local': '2020-11-05T00:00:00+09:00'}}"
9.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-04T15:00:00Z', 'local': '2020-11-05T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-05T15:00:00Z', 'local': '2020-11-06T00:00:00+09:00'}}",,"{'min': 5.099999904632568, 'q02': 5.191999912261963, 'q25': 7.474999904632568, 'median': 8.550000190734863, 'q75': 12.0, 'q98': 15.399999618530273, 'max': 15.399999618530273, 'avg': 9.699999809265137, 'sd': 3.127577304840088}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-04T16:00:00Z', 'local': '2020-11-05T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-05T15:00:00Z', 'local': '2020-11-06T00:00:00+09:00'}}"
15.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-05T15:00:00Z', 'local': '2020-11-06T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-06T15:00:00Z', 'local': '2020-11-07T00:00:00+09:00'}}",,"{'min': 10.5, 'q02': 11.281999588012695, 'q25': 13.925000190734863, 'median': 15.399999618530273, 'q75': 17.674999237060547, 'q98': 20.73200035095215, 'max': 21.100000381469727, 'avg': 15.824999809265137, 'sd': 2.649569272994995}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-05T16:00:00Z', 'local': '2020-11-06T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-06T15:00:00Z', 'local': '2020-11-07T00:00:00+09:00'}}"
27.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-06T15:00:00Z', 'local': '2020-11-07T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-07T15:00:00Z', 'local': '2020-11-08T00:00:00+09:00'}}",,"{'min': 14.5, 'q02': 15.486000061035156, 'q25': 18.725000381469727, 'median': 22.600000381469727, 'q75': 29.75, 'q98': 52.555999755859375, 'max': 53.099998474121094, 'avg': 27.172222137451172, 'sd': 12.223353385925293}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 18, 'observedInterval': '18:00:00', 'percentComplete': 75.0, 'percentCoverage': 75.0, 'datetimeFrom': {'utc': '2020-11-06T16:00:00Z', 'local': '2020-11-07T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-07T15:00:00Z', 'local': '2020-11-08T00:00:00+09:00'}}"
3.84,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-07T15:00:00Z', 'local': '2020-11-08T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-08T15:00:00Z', 'local': '2020-11-09T00:00:00+09:00'}}",,"{'min': 1.5, 'q02': 1.5759999752044678, 'q25': 2.0, 'median': 3.200000047683716, 'q75': 3.7249999046325684, 'q98': 10.892000198364258, 'max': 11.5, 'avg': 3.8399999141693115, 'sd': 2.8100197315216064}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 20, 'observedInterval': '20:00:00', 'percentComplete': 83.0, 'percentCoverage': 83.0, 'datetimeFrom': {'utc': '2020-11-07T20:00:00Z', 'local': '2020-11-08T05:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-08T15:00:00Z', 'local': '2020-11-09T00:00:00+09:00'}}"
3.52,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-08T15:00:00Z', 'local': '2020-11-09T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-09T15:00:00Z', 'local': '2020-11-10T00:00:00+09:00'}}",,"{'min': 2.5999999046325684, 'q02': 2.73799991607666, 'q25': 3.0999999046325684, 'median': 3.4000000953674316, 'q75': 3.924999952316284, 'q98': 4.400000095367432, 'max': 4.400000095367432, 'avg': 3.5166666507720947, 'sd': 0.5087637901306152}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-08T16:00:00Z', 'local': '2020-11-09T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-09T15:00:00Z', 'local': '2020-11-10T00:00:00+09:00'}}"
5.22,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-09T15:00:00Z', 'local': '2020-11-10T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-10T15:00:00Z', 'local': '2020-11-11T00:00:00+09:00'}}",,"{'min': 3.299999952316284, 'q02': 3.437999963760376, 'q25': 3.875, 'median': 4.75, 'q75': 6.050000190734863, 'q98': 9.02400016784668, 'max': 9.300000190734863, 'avg': 5.2166666984558105, 'sd': 1.7269392013549805}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-09T16:00:00Z', 'local': '2020-11-10T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-10T15:00:00Z', 'local': '2020-11-11T00:00:00+09:00'}}"
10.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-10T15:00:00Z', 'local': '2020-11-11T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-11T15:00:00Z', 'local': '2020-11-12T00:00:00+09:00'}}",,"{'min': 7.099999904632568, 'q02': 7.145999908447266, 'q25': 8.225000381469727, 'median': 9.550000190734863, 'q75': 13.125, 'q98': 16.8700008392334, 'max': 17.100000381469727, 'avg': 10.758333206176758, 'sd': 3.2265093326568604}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-10T16:00:00Z', 'local': '2020-11-11T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-11T15:00:00Z', 'local': '2020-11-12T00:00:00+09:00'}}"
26.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-11T15:00:00Z', 'local': '2020-11-12T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-12T15:00:00Z', 'local': '2020-11-13T00:00:00+09:00'}}",,"{'min': 14.300000190734863, 'q02': 14.437999725341797, 'q25': 16.125, 'median': 28.850000381469727, 'q75': 34.849998474121094, 'q98': 42.61399841308594, 'max': 44.5, 'avg': 26.758333206176758, 'sd': 9.985942840576172}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-11T16:00:00Z', 'local': '2020-11-12T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-12T15:00:00Z', 'local': '2020-11-13T00:00:00+09:00'}}"
33.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-12T15:00:00Z', 'local': '2020-11-13T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-13T15:00:00Z', 'local': '2020-11-14T00:00:00+09:00'}}",,"{'min': 24.100000381469727, 'q02': 24.479999542236328, 'q25': 27.299999237060547, 'median': 30.649999618530273, 'q75': 39.724998474121094, 'q98': 49.5620002746582, 'max': 49.599998474121094, 'avg': 33.560001373291016, 'sd': 8.144058227539062}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 20, 'observedInterval': '20:00:00', 'percentComplete': 83.0, 'percentCoverage': 83.0, 'datetimeFrom': {'utc': '2020-11-12T16:00:00Z', 'local': '2020-11-13T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-13T11:00:00Z', 'local': '2020-11-13T20:00:00+09:00'}}"
28.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-13T15:00:00Z', 'local': '2020-11-14T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-14T15:00:00Z', 'local': '2020-11-15T00:00:00+09:00'}}",,"{'min': 13.399999618530273, 'q02': 13.508000373840332, 'q25': 19.899999618530273, 'median': 29.200000762939453, 'q75': 37.45000076293945, 'q98': 42.75199890136719, 'max': 43.400001525878906, 'avg': 28.642105102539062, 'sd': 9.823062896728516}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 19, 'observedInterval': '19:00:00', 'percentComplete': 79.0, 'percentCoverage': 79.0, 'datetimeFrom': {'utc': '2020-11-13T16:00:00Z', 'local': '2020-11-14T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-14T15:00:00Z', 'local': '2020-11-15T00:00:00+09:00'}}"
35.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-14T15:00:00Z', 'local': '2020-11-15T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-15T15:00:00Z', 'local': '2020-11-16T00:00:00+09:00'}}",,"{'min': 24.0, 'q02': 24.0, 'q25': 29.0, 'median': 33.79999923706055, 'q75': 37.75, 'q98': 56.167999267578125, 'max': 58.5, 'avg': 35.34782791137695, 'sd': 9.160978317260742}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 23, 'observedInterval': '23:00:00', 'percentComplete': 96.0, 'percentCoverage': 96.0, 'datetimeFrom': {'utc': '2020-11-14T16:00:00Z', 'local': '2020-11-15T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-15T14:00:00Z', 'local': '2020-11-15T23:00:00+09:00'}}"
28.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-15T15:00:00Z', 'local': '2020-11-16T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-16T15:00:00Z', 'local': '2020-11-17T00:00:00+09:00'}}",,"{'min': 22.600000381469727, 'q02': 22.65999984741211, 'q25': 23.850000381469727, 'median': 27.649999618530273, 'q75': 33.54999923706055, 'q98': 35.349998474121094, 'max': 35.5, 'avg': 28.543750762939453, 'sd': 4.961447238922119}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 16, 'observedInterval': '16:00:00', 'percentComplete': 67.0, 'percentCoverage': 67.0, 'datetimeFrom': {'utc': '2020-11-16T00:00:00Z', 'local': '2020-11-16T09:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-16T15:00:00Z', 'local': '2020-11-17T00:00:00+09:00'}}"
24.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-16T15:00:00Z', 'local': '2020-11-17T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-17T15:00:00Z', 'local': '2020-11-18T00:00:00+09:00'}}",,"{'min': 18.5, 'q02': 18.591999053955078, 'q25': 22.600000381469727, 'median': 25.75, 'q75': 27.024999618530273, 'q98': 29.054000854492188, 'max': 29.100000381469727, 'avg': 24.77916717529297, 'sd': 3.1817386150360107}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-16T16:00:00Z', 'local': '2020-11-17T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-17T15:00:00Z', 'local': '2020-11-18T00:00:00+09:00'}}"
16.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-17T15:00:00Z', 'local': '2020-11-18T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-18T15:00:00Z', 'local': '2020-11-19T00:00:00+09:00'}}",,"{'min': 15.0, 'q02': 15.04800033569336, 'q25': 15.600000381469727, 'median': 15.699999809265137, 'q75': 15.800000190734863, 'q98': 18.836000442504883, 'max': 19.100000381469727, 'avg': 16.239999771118164, 'sd': 1.6288032531738281}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 5, 'observedInterval': '05:00:00', 'percentComplete': 21.0, 'percentCoverage': 21.0, 'datetimeFrom': {'utc': '2020-11-18T02:00:00Z', 'local': '2020-11-18T11:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-18T06:00:00Z', 'local': '2020-11-18T15:00:00+09:00'}}"
6.68,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-18T15:00:00Z', 'local': '2020-11-19T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-19T15:00:00Z', 'local': '2020-11-20T00:00:00+09:00'}}",,"{'min': 5.900000095367432, 'q02': 5.918000221252441, 'q25': 6.5, 'median': 6.599999904632568, 'q75': 6.949999809265137, 'q98': 7.546000003814697, 'max': 7.599999904632568, 'avg': 6.679999828338623, 'sd': 0.5287301540374756}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 10, 'observedInterval': '10:00:00', 'percentComplete': 42.0, 'percentCoverage': 42.0, 'datetimeFrom': {'utc': '2020-11-19T06:00:00Z', 'local': '2020-11-19T15:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-19T15:00:00Z', 'local': '2020-11-20T00:00:00+09:00'}}"
9.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-19T15:00:00Z', 'local': '2020-11-20T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-20T15:00:00Z', 'local': '2020-11-21T00:00:00+09:00'}}",,"{'min': 6.0, 'q02': 6.368000030517578, 'q25': 8.524999618530273, 'median': 9.300000190734863, 'q75': 9.925000190734863, 'q98': 12.131999969482422, 'max': 12.5, 'avg': 9.195833206176758, 'sd': 1.5465190410614014}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-19T16:00:00Z', 'local': '2020-11-20T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-20T15:00:00Z', 'local': '2020-11-21T00:00:00+09:00'}}"
13.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-20T15:00:00Z', 'local': '2020-11-21T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-21T15:00:00Z', 'local': '2020-11-22T00:00:00+09:00'}}",,"{'min': 7.400000095367432, 'q02': 7.400000095367432, 'q25': 10.149999618530273, 'median': 12.800000190734863, 'q75': 16.0, 'q98': 23.261999130249023, 'max': 23.399999618530273, 'avg': 13.625, 'sd': 4.6922926902771}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-20T16:00:00Z', 'local': '2020-11-21T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-21T15:00:00Z', 'local': '2020-11-22T00:00:00+09:00'}}"
11.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-21T15:00:00Z', 'local': '2020-11-22T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-22T15:00:00Z', 'local': '2020-11-23T00:00:00+09:00'}}",,"{'min': 8.100000381469727, 'q02': 8.255999565124512, 'q25': 9.824999809265137, 'median': 10.649999618530273, 'q75': 12.600000381469727, 'q98': 15.13599967956543, 'max': 15.5, 'avg': 11.178571701049805, 'sd': 2.138000011444092}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 14, 'observedInterval': '14:00:00', 'percentComplete': 58.0, 'percentCoverage': 58.0, 'datetimeFrom': {'utc': '2020-11-22T02:00:00Z', 'local': '2020-11-22T11:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-22T15:00:00Z', 'local': '2020-11-23T00:00:00+09:00'}}"
8.97,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-22T15:00:00Z', 'local': '2020-11-23T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-23T15:00:00Z', 'local': '2020-11-24T00:00:00+09:00'}}",,"{'min': 6.400000095367432, 'q02': 6.584000110626221, 'q25': 8.0, 'median': 9.0, 'q75': 9.850000381469727, 'q98': 11.154000282287598, 'max': 11.199999809265137, 'avg': 8.970833778381348, 'sd': 1.3294259309768677}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-22T16:00:00Z', 'local': '2020-11-23T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-23T15:00:00Z', 'local': '2020-11-24T00:00:00+09:00'}}"
7.96,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-23T15:00:00Z', 'local': '2020-11-24T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-24T15:00:00Z', 'local': '2020-11-25T00:00:00+09:00'}}",,"{'min': 5.599999904632568, 'q02': 5.9679999351501465, 'q25': 7.224999904632568, 'median': 7.900000095367432, 'q75': 8.925000190734863, 'q98': 9.654000282287598, 'max': 9.699999809265137, 'avg': 7.962500095367432, 'sd': 1.105249285697937}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-23T16:00:00Z', 'local': '2020-11-24T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-24T15:00:00Z', 'local': '2020-11-25T00:00:00+09:00'}}"
14.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-24T15:00:00Z', 'local': '2020-11-25T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-25T15:00:00Z', 'local': '2020-11-26T00:00:00+09:00'}}",,"{'min': 8.600000381469727, 'q02': 8.73799991607666, 'q25': 11.225000381469727, 'median': 13.5, 'q75': 16.75, 'q98': 23.224000930786133, 'max': 23.5, 'avg': 14.329166412353516, 'sd': 4.666017532348633}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-24T16:00:00Z', 'local': '2020-11-25T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-25T15:00:00Z', 'local': '2020-11-26T00:00:00+09:00'}}"
27.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-25T15:00:00Z', 'local': '2020-11-26T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-26T15:00:00Z', 'local': '2020-11-27T00:00:00+09:00'}}",,"{'min': 21.100000381469727, 'q02': 22.06599998474121, 'q25': 24.850000381469727, 'median': 26.899999618530273, 'q75': 28.950000762939453, 'q98': 32.13399887084961, 'max': 33.099998474121094, 'avg': 27.045833587646484, 'sd': 2.7820823192596436}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-25T16:00:00Z', 'local': '2020-11-26T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-26T15:00:00Z', 'local': '2020-11-27T00:00:00+09:00'}}"
17.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-26T15:00:00Z', 'local': '2020-11-27T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-27T15:00:00Z', 'local': '2020-11-28T00:00:00+09:00'}}",,"{'min': 7.699999809265137, 'q02': 7.929999828338623, 'q25': 9.050000190734863, 'median': 10.699999809265137, 'q75': 29.0, 'q98': 30.577999114990234, 'max': 30.899999618530273, 'avg': 17.04166603088379, 'sd': 9.733800888061523}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-26T16:00:00Z', 'local': '2020-11-27T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-27T15:00:00Z', 'local': '2020-11-28T00:00:00+09:00'}}"
7.29,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-27T15:00:00Z', 'local': '2020-11-28T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-28T15:00:00Z', 'local': '2020-11-29T00:00:00+09:00'}}",,"{'min': 3.5999999046325684, 'q02': 3.5999999046325684, 'q25': 4.449999809265137, 'median': 6.900000095367432, 'q75': 9.925000190734863, 'q98': 12.715999603271484, 'max': 12.899999618530273, 'avg': 7.291666507720947, 'sd': 3.024381637573242}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-27T16:00:00Z', 'local': '2020-11-28T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-28T15:00:00Z', 'local': '2020-11-29T00:00:00+09:00'}}"
