value,flagInfo,parameter,period,coordinates,summary,coverage
7.79,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-28T15:00:00Z', 'local': '2020-11-29T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-29T15:00:00Z', 'local': '2020-11-30T00:00:00+09:00'}}",,"{'min': 5.099999904632568, 'q02': 5.145999908447266, 'q25': 7.099999904632568, 'median': 7.699999809265137, 'q75': 8.899999618530273, 'q98': 10.26200008392334, 'max': 10.399999618530273, 'avg': 7.787499904632568, 'sd': 1.5243850946426392}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-28T16:00:00Z', 'local': '2020-11-29T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-29T15:00:00Z', 'local': '2020-11-30T00:00:00+09:00'}}"
10.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-29T15:00:00Z', 'local': '2020-11-30T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-30T15:00:00Z', 'local': '2020-12-01T00:00:00+09:00'}}",,"{'min': 5.400000095367432, 'q02': 5.538000106811523, 'q25': 6.949999809265137, 'median': 10.100000381469727, 'q75': 12.75, 'q98': 14.62399959564209, 'max': 14.899999618530273, 'avg': 10.054166793823242, 'sd': 3.1160147190093994}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-29T16:00:00Z', 'local': '2020-11-30T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-11-30T15:00:00Z', 'local': '2020-12-01T00:00:00+09:00'}}"
10.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-11-30T15:00:00Z', 'local': '2020-12-01T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-01T15:00:00Z', 'local': '2020-12-02T00:00:00+09:00'}}",,"{'min': 3.9000000953674316, 'q02': 4.176000118255615, 'q25': 9.574999809265137, 'median': 10.199999809265137, 'q75': 11.475000381469727, 'q98': 13.593999862670898, 'max': 14.100000381469727, 'avg': 10.045833587646484, 'sd': 2.3885560035705566}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-11-30T16:00:00Z', 'local': '2020-12-01T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-01T15:00:00Z', 'local': '2020-12-02T00:00:00+09:00'}}"
10.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-01T15:00:00Z', 'local': '2020-12-02T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-02T15:00:00Z', 'local': '2020-12-03T00:00:00+09:00'}}",,"{'min': 5.699999809265137, 'q02': 5.699999809265137, 'q25': 9.0, 'median': 11.399999618530273, 'q75': 12.550000190734863, 'q98': 13.793999671936035, 'max': 14.300000190734863, 'avg': 10.699999809265137, 'sd': 2.490154504776001}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-01T16:00:00Z', 'local': '2020-12-02T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-02T15:00:00Z', 'local': '2020-12-03T00:00:00+09:00'}}"
8.56,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-02T15:00:00Z', 'local': '2020-12-03T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-03T15:00:00Z', 'local': '2020-12-04T00:00:00+09:00'}}",,"{'min': 5.400000095367432, 'q02': 5.538000106811523, 'q25': 7.275000095367432, 'median': 8.550000190734863, 'q75': 9.425000190734863, 'q98': 13.031999588012695, 'max': 13.399999618530273, 'avg': 8.5625, 'sd': 1.9750206470489502}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-02T16:00:00Z', 'local': '2020-12-03T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-03T15:00:00Z', 'local': '2020-12-04T00:00:00+09:00'}}"
9.61,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-03T15:00:00Z', 'local': '2020-12-04T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-04T15:00:00Z', 'local': '2020-12-05T00:00:00+09:00'}}",,"{'min': 4.699999809265137, 'q02': 5.067999839782715, 'q25': 8.675000190734863, 'median': 10.100000381469727, 'q75': 11.100000381469727, 'q98': 12.64799976348877, 'max': 13.199999809265137, 'avg': 9.608333587646484, 'sd': 2.1747395992279053}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-03T16:00:00Z', 'local': '2020-12-04T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-04T15:00:00Z', 'local': '2020-12-05T00:00:00+09:00'}}"
14.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-04T15:00:00Z', 'local': '2020-12-05T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-05T15:00:00Z', 'local': '2020-12-06T00:00:00+09:00'}}",,"{'min': 10.800000190734863, 'q02': 10.892000198364258, 'q25': 12.375, 'median': 13.199999809265137, 'q75': 15.949999809265137, 'q98': 17.562000274658203, 'max': 17.700000762939453, 'avg': 14.029166221618652, 'sd': 2.2132956981658936}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-04T16:00:00Z', 'local': '2020-12-05T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-05T15:00:00Z', 'local': '2020-12-06T00:00:00+09:00'}}"
24.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-05T15:00:00Z', 'local': '2020-12-06T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-06T15:00:00Z', 'local': '2020-12-07T00:00:00+09:00'}}",,"{'min': 17.600000381469727, 'q02': 17.738000869750977, 'q25': 19.975000381469727, 'median': 21.600000381469727, 'q75': 26.225000381469727, 'q98': 38.05400085449219, 'max': 38.099998474121094, 'avg': 24.39583396911621, 'sd': 6.709725379943848}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-05T16:00:00Z', 'local': '2020-12-06T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-06T15:00:00Z', 'local': '2020-12-07T00:00:00+09:00'}}"
26.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-06T15:00:00Z', 'local': '2020-12-07T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-07T15:00:00Z', 'local': '2020-12-08T00:00:00+09:00'}}",,"{'min': 10.5, 'q02': 10.913999557495117, 'q25': 13.949999809265137, 'median': 22.450000762939453, 'q75': 40.04999923706055, 'q98': 45.29399871826172, 'max': 45.79999923706055, 'avg': 26.816667556762695, 'sd': 13.18163013458252}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-06T16:00:00Z', 'local': '2020-12-07T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-07T15:00:00Z', 'local': '2020-12-08T00:00:00+09:00'}}"
8.06,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-07T15:00:00Z', 'local': '2020-12-08T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-08T15:00:00Z', 'local': '2020-12-09T00:00:00+09:00'}}",,"{'min': 6.300000190734863, 'q02': 6.53000020980835, 'q25': 7.050000190734863, 'median': 7.400000095367432, 'q75': 8.899999618530273, 'q98': 10.869999885559082, 'max': 11.100000381469727, 'avg': 8.0625, 'sd': 1.4875754117965698}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-07T16:00:00Z', 'local': '2020-12-08T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-08T15:00:00Z', 'local': '2020-12-09T00:00:00+09:00'}}"
13.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-08T15:00:00Z', 'local': '2020-12-09T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-09T15:00:00Z', 'local': '2020-12-10T00:00:00+09:00'}}",,"{'min': 9.199999809265137, 'q02': 9.291999816894531, 'q25': 10.875, 'median': 12.899999618530273, 'q75': 14.574999809265137, 'q98': 18.777999877929688, 'max': 19.100000381469727, 'avg': 13.183333396911621, 'sd': 2.7889013290405273}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-08T16:00:00Z', 'local': '2020-12-09T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-09T15:00:00Z', 'local': '2020-12-10T00:00:00+09:00'}}"
32.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-09T15:00:00Z', 'local': '2020-12-10T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-10T15:00:00Z', 'local': '2020-12-11T00:00:00+09:00'}}",,"{'min': 17.399999618530273, 'q02': 17.610000610351562, 'q25': 19.0, 'median': 22.75, 'q75': 44.525001525878906, 'q98': 58.16999816894531, 'max': 58.79999923706055, 'avg': 32.168182373046875, 'sd': 15.574318885803223}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 22, 'observedInterval': '22:00:00', 'percentComplete': 92.0, 'percentCoverage': 92.0, 'datetimeFrom': {'utc': '2020-12-09T16:00:00Z', 'local': '2020-12-10T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-10T13:00:00Z', 'local': '2020-12-10T22:00:00+09:00'}}"
55.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-10T15:00:00Z', 'local': '2020-12-11T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-11T15:00:00Z', 'local': '2020-12-12T00:00:00+09:00'}}",,"{'min': 42.0, 'q02': 42.5099983215332, 'q25': 48.29999923706055, 'median': 57.79999923706055, 'q75': 62.724998474121094, 'q98': 64.86000061035156, 'max': 65.4000015258789, 'avg': 55.67499923706055, 'sd': 8.035297393798828}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 16, 'observedInterval': '16:00:00', 'percentComplete': 67.0, 'percentCoverage': 67.0, 'datetimeFrom': {'utc': '2020-12-11T00:00:00Z', 'local': '2020-12-11T09:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-11T15:00:00Z', 'local': '2020-12-12T00:00:00+09:00'}}"
18.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-11T15:00:00Z', 'local': '2020-12-12T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-12T15:00:00Z', 'local': '2020-12-13T00:00:00+09:00'}}",,"{'min': 10.5, 'q02': 10.776000022888184, 'q25': 12.050000190734863, 'median': 13.0, 'q75': 27.450000762939453, 'q98': 34.64799880981445, 'max': 39.79999923706055, 'avg': 18.866666793823242, 'sd': 8.452098846435547}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-11T16:00:00Z', 'local': '2020-12-12T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-12T15:00:00Z', 'local': '2020-12-13T00:00:00+09:00'}}"
12.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-12T15:00:00Z', 'local': '2020-12-13T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-13T15:00:00Z', 'local': '2020-12-14T00:00:00+09:00'}}",,"{'min': 6.199999809265137, 'q02': 6.335999965667725, 'q25': 9.425000190734863, 'median': 11.25, 'q75': 14.399999618530273, 'q98': 22.972000122070312, 'max': 24.399999618530273, 'avg': 12.327777862548828, 'sd': 4.909870624542236}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 18, 'observedInterval': '18:00:00', 'percentComplete': 75.0, 'percentCoverage': 75.0, 'datetimeFrom': {'utc': '2020-12-12T16:00:00Z', 'local': '2020-12-13T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-13T15:00:00Z', 'local': '2020-12-14T00:00:00+09:00'}}"
5.97,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-13T15:00:00Z', 'local': '2020-12-14T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-14T15:00:00Z', 'local': '2020-12-15T00:00:00+09:00'}}",,"{'min': 3.700000047683716, 'q02': 3.700000047683716, 'q25': 5.375, 'median': 6.300000190734863, 'q75': 6.724999904632568, 'q98': 7.300000190734863, 'max': 7.300000190734863, 'avg': 5.9666666984558105, 'sd': 1.0793180465698242}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-13T16:00:00Z', 'local': '2020-12-14T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-14T15:00:00Z', 'local': '2020-12-15T00:00:00+09:00'}}"
5.18,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-14T15:00:00Z', 'local': '2020-12-15T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-15T15:00:00Z', 'local': '2020-12-16T00:00:00+09:00'}}",,"{'min': 2.9000000953674316, 'q02': 2.946000099182129, 'q25': 4.425000190734863, 'median': 5.0, 'q75': 6.324999809265137, 'q98': 7.170000076293945, 'max': 7.400000095367432, 'avg': 5.175000190734863, 'sd': 1.2656842470169067}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-14T16:00:00Z', 'local': '2020-12-15T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-15T15:00:00Z', 'local': '2020-12-16T00:00:00+09:00'}}"
6.17,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-15T15:00:00Z', 'local': '2020-12-16T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-16T15:00:00Z', 'local': '2020-12-17T00:00:00+09:00'}}",,"{'min': 4.599999904632568, 'q02': 4.691999912261963, 'q25': 5.599999904632568, 'median': 6.150000095367432, 'q75': 6.550000190734863, 'q98': 7.607999801635742, 'max': 7.699999809265137, 'avg': 6.166666507720947, 'sd': 0.8442473411560059}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-15T16:00:00Z', 'local': '2020-12-16T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-16T15:00:00Z', 'local': '2020-12-17T00:00:00+09:00'}}"
8.04,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-16T15:00:00Z', 'local': '2020-12-17T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-17T15:00:00Z', 'local': '2020-12-18T00:00:00+09:00'}}",,"{'min': 5.199999809265137, 'q02': 5.47599983215332, 'q25': 7.099999904632568, 'median': 8.199999809265137, 'q75': 8.725000381469727, 'q98': 11.302000045776367, 'max': 11.899999618530273, 'avg': 8.037500381469727, 'sd': 1.5857552289962769}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-16T16:00:00Z', 'local': '2020-12-17T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-17T15:00:00Z', 'local': '2020-12-18T00:00:00+09:00'}}"
12.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-17T15:00:00Z', 'local': '2020-12-18T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-18T15:00:00Z', 'local': '2020-12-19T00:00:00+09:00'}}",,"{'min': 5.5, 'q02': 6.00600004196167, 'q25': 8.774999618530273, 'median': 11.0, 'q75': 15.449999809265137, 'q98': 22.81399917602539, 'max': 24.700000762939453, 'avg': 12.412500381469727, 'sd': 4.948105812072754}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-17T16:00:00Z', 'local': '2020-12-18T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-18T15:00:00Z', 'local': '2020-12-19T00:00:00+09:00'}}"
6.71,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-18T15:00:00Z', 'local': '2020-12-19T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-19T15:00:00Z', 'local': '2020-12-20T00:00:00+09:00'}}",,"{'min': 5.400000095367432, 'q02': 5.400000095367432, 'q25': 5.900000095367432, 'median': 6.699999809265137, 'q75': 7.5, 'q98': 8.208000183105469, 'max': 8.300000190734863, 'avg': 6.708333492279053, 'sd': 0.8963290452957153}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-18T16:00:00Z', 'local': '2020-12-19T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-19T15:00:00Z', 'local': '2020-12-20T00:00:00+09:00'}}"
8.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-19T15:00:00Z', 'local': '2020-12-20T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-20T15:00:00Z', 'local': '2020-12-21T00:00:00+09:00'}}",,"{'min': 5.900000095367432, 'q02': 6.176000118255615, 'q25': 6.900000095367432, 'median': 7.300000190734863, 'q75': 9.199999809265137, 'q98': 12.116000175476074, 'max': 12.300000190734863, 'avg': 7.995833396911621, 'sd': 1.6807035207748413}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-19T16:00:00Z', 'local': '2020-12-20T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-20T15:00:00Z', 'local': '2020-12-21T00:00:00+09:00'}}"
15.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-20T15:00:00Z', 'local': '2020-12-21T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-21T15:00:00Z', 'local': '2020-12-22T00:00:00+09:00'}}",,"{'min': 10.100000381469727, 'q02': 10.5600004196167, 'q25': 12.850000381469727, 'median': 14.5, 'q75': 18.399999618530273, 'q98': 21.016000747680664, 'max': 21.200000762939453, 'avg': 15.4375, 'sd': 3.350511074066162}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-20T16:00:00Z', 'local': '2020-12-21T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-21T15:00:00Z', 'local': '2020-12-22T00:00:00+09:00'}}"
24.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-21T15:00:00Z', 'local': '2020-12-22T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-22T15:00:00Z', 'local': '2020-12-23T00:00:00+09:00'}}",,"{'min': 17.299999237060547, 'q02': 17.576000213623047, 'q25': 23.350000381469727, 'median': 24.450000762939453, 'q75': 26.5, 'q98': 32.53200149536133, 'max': 32.900001525878906, 'avg': 24.945833206176758, 'sd': 4.077827453613281}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-21T16:00:00Z', 'local': '2020-12-22T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-22T15:00:00Z', 'local': '2020-12-23T00:00:00+09:00'}}"
37.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-22T15:00:00Z', 'local': '2020-12-23T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-23T15:00:00Z', 'local': '2020-12-24T00:00:00+09:00'}}",,"{'min': 25.700000762939453, 'q02': 26.20400047302246, 'q25': 32.29999923706055, 'median': 38.150001525878906, 'q75': 42.875, 'q98': 45.03200149536133, 'max': 45.20000076293945, 'avg': 37.36818313598633, 'sd': 6.565885066986084}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 22, 'observedInterval': '22:00:00', 'percentComplete': 92.0, 'percentCoverage': 92.0, 'datetimeFrom': {'utc': '2020-12-22T16:00:00Z', 'local': '2020-12-23T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-23T13:00:00Z', 'local': '2020-12-23T22:00:00+09:00'}}"
22.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-23T15:00:00Z', 'local': '2020-12-24T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-24T15:00:00Z', 'local': '2020-12-25T00:00:00+09:00'}}",,"{'min': 4.800000190734863, 'q02': 4.960000038146973, 'q25': 6.800000190734863, 'median': 8.600000381469727, 'q75': 42.29999923706055, 'q98': 61.279998779296875, 'max': 63.20000076293945, 'avg': 22.35714340209961, 'sd': 21.192535400390625}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 21, 'observedInterval': '21:00:00', 'percentComplete': 88.0, 'percentCoverage': 88.0, 'datetimeFrom': {'utc': '2020-12-23T19:00:00Z', 'local': '2020-12-24T04:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-24T15:00:00Z', 'local': '2020-12-25T00:00:00+09:00'}}"
7.96,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-24T15:00:00Z', 'local': '2020-12-25T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-25T15:00:00Z', 'local': '2020-12-26T00:00:00+09:00'}}",,"{'min': 4.599999904632568, 'q02': 4.921999931335449, 'q25': 6.474999904632568, 'median': 7.75, 'q75': 9.449999809265137, 'q98': 11.02400016784668, 'max': 11.300000190734863, 'avg': 7.962500095367432, 'sd': 1.9248517751693726}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-24T16:00:00Z', 'local': '2020-12-25T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-25T15:00:00Z', 'local': '2020-12-26T00:00:00+09:00'}}"
20.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2020-12-25T15:00:00Z', 'local': '2020-12-26T00:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-26T15:00:00Z', 'local': '2020-12-27T00:00:00+09:00'}}",,"{'min': 7.400000095367432, 'q02': 7.76800012588501, 'q25': 10.649999618530273, 'median': 23.850000381469727, 'q75': 29.700000762939453, 'q98': 32.540000915527344, 'max': 33.0, 'avg': 20.758333206176758, 'sd': 9.638235092163086}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 24, 'observedInterval': '24:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2020-12-25T16:00:00Z', 'local': '2020-12-26T01:00:00+09:00'}, 'datetimeTo': {'utc': '2020-12-26T15:00:00Z', 'local': '2020-12-27T00:00:00+09:00'}}"
