date,city,pm25
2016-01-30,London,5.249859943977592
2016-01-31,London,6.5230434782608695
2016-02-01,London,6.990036231884058
2016-02-02,London,9.0875
2016-02-03,London,7.475882352941175
2016-02-04,London,7.036987522281639
2016-02-05,London,7.710597826086956
2016-02-06,London,6.471877156659765
2016-02-07,London,6.661616161616162
2016-02-08,London,5.851851851851852
2016-02-09,London,7.987554112554113
2016-02-10,London,5.833333333333333
2016-02-11,London,15.140625
2016-02-12,London,16.18233082706767
2016-02-13,London,19.685714285714287
2016-02-14,London,18.153205128205126
2016-02-15,London,9.27509881422925
2016-02-16,London,12.328181818181818
2016-02-17,London,10.755
2016-02-18,London,10.372474747474747
2016-02-19,London,10.763112545013428
2016-02-20,London,6.019668757915497
2016-02-21,London,4.523369610309601
2016-02-22,London,5.659722208976746
2016-02-23,London,7.13869035243988
2016-02-24,London,16.050724665323894
2016-02-25,London,21.96060562133789
2016-02-26,London,23.18073606491089
2016-02-27,London,25.194626808166504
2016-02-29,London,6.978219628334045
2016-03-01,London,8.625
2016-03-02,London,5.608552515506744
2016-03-03,London,5.534090936183929
2016-03-04,London,5.839743554592133
2016-03-05,London,11.049818992614746
2016-03-06,London,10.95923924446106
2016-03-07,London,10.633928418159485
2016-03-08,London,12.303030490875244
2016-03-09,London,7.947916746139526
2016-03-10,London,17.779762029647827
2016-03-11,London,41.593201637268066
2016-03-12,London,62.76420593261719
2016-03-13,London,57.42329502105713
2016-03-14,London,26.81041717529297
2016-03-15,London,20.614583492279053
2016-03-16,London,17.106985330581665
2016-03-17,London,23.133605003356934
2016-03-18,London,22.76459846496582
2016-03-19,London,7.286666774749756
2016-03-20,London,6.50980396270752
2016-03-21,London,13.775
2016-03-22,London,21.363043594360352
2016-03-23,London,24.442424011230468
2016-03-24,London,28.11136360168457
2016-03-25,London,9.5652174949646
2016-03-26,London,9.225000190734864
2016-03-27,London,4.854565238952636
2016-03-28,London,4.0
2016-03-29,London,4.660869598388672
2016-03-30,London,8.235237979888916
2016-03-31,London,15.613636255264282
2016-04-01,London,14.906643486022949
2016-04-02,London,21.958333587646486
2016-04-03,London,16.449999809265137
2016-04-04,London,9.45833330154419
2016-04-05,London,7.4727273941040036
2016-04-06,London,5.7636363983154295
2016-04-07,London,8.6615385055542
2016-04-08,London,7.89166669845581
2016-04-09,London,6.8250000953674315
2016-04-10,London,19.632843017578125
2016-04-11,London,18.874275398254394
2016-04-12,London,11.94761905670166
2016-04-13,London,13.465351104736328
2016-04-14,London,10.576666736602784
2016-04-15,London,8.943420886993408
2016-04-16,London,7.337121200561524
2016-04-17,London,9.716304302215576
2016-04-18,London,9.64624490737915
2016-04-19,London,10.237681198120118
2016-04-20,London,12.644202995300294
2016-04-21,London,12.13596477508545
2016-04-22,London,9.245714473724366
2016-04-23,London,8.76439390182495
2016-04-24,London,8.109782600402832
2016-04-25,London,7.008333396911621
2016-04-26,London,8.060000038146972
2016-04-27,London,9.6
