value,flagInfo,parameter,period,coordinates,summary,coverage
13.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-14T22:00:00Z', 'local': '2022-04-15T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-15T22:00:00Z', 'local': '2022-04-16T00:00:00+02:00'}}",,"{'min': 11.680000305175781, 'q02': 11.802399635314941, 'q25': 13.210000038146973, 'median': 14.739999771118164, 'q75': 14.8100004196167, 'q98': 14.87440013885498, 'max': 14.880000114440918, 'avg': 13.766666412353516, 'sd': 1.8084615468978882}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-04-15T00:00:00Z', 'local': '2022-04-15T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-15T02:00:00Z', 'local': '2022-04-15T04:00:00+02:00'}}"
4.74,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-15T22:00:00Z', 'local': '2022-04-16T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-16T22:00:00Z', 'local': '2022-04-17T00:00:00+02:00'}}",,"{'min': 4.079999923706055, 'q02': 4.090799808502197, 'q25': 4.215000152587891, 'median': 4.75, 'q75': 5.277500152587891, 'q98': 5.38100004196167, 'max': 5.389999866485596, 'avg': 4.742499828338623, 'sd': 0.6679508686065674}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 4, 'observedInterval': '04:00:00', 'percentComplete': 17.0, 'percentCoverage': 17.0, 'datetimeFrom': {'utc': '2022-04-16T00:00:00Z', 'local': '2022-04-16T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-16T03:00:00Z', 'local': '2022-04-16T05:00:00+02:00'}}"
6.92,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-16T22:00:00Z', 'local': '2022-04-17T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-17T22:00:00Z', 'local': '2022-04-18T00:00:00+02:00'}}",,"{'min': 6.630000114440918, 'q02': 6.632400035858154, 'q25': 6.659999847412109, 'median': 6.690000057220459, 'q75': 7.070000171661377, 'q98': 7.419600009918213, 'max': 7.449999809265137, 'avg': 6.923333168029785, 'sd': 0.4570922553539276}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-04-17T00:00:00Z', 'local': '2022-04-17T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-17T02:00:00Z', 'local': '2022-04-17T04:00:00+02:00'}}"
13.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-17T22:00:00Z', 'local': '2022-04-18T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-18T22:00:00Z', 'local': '2022-04-19T00:00:00+02:00'}}",,"{'min': 11.140000343322754, 'q02': 11.200400352478027, 'q25': 11.895000457763672, 'median': 12.649999618530273, 'q75': 14.84000015258789, 'q98': 16.854799270629883, 'max': 17.030000686645508, 'avg': 13.606666564941406, 'sd': 3.059319019317627}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-04-18T00:00:00Z', 'local': '2022-04-18T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-18T02:00:00Z', 'local': '2022-04-18T04:00:00+02:00'}}"
5.98,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-18T22:00:00Z', 'local': '2022-04-19T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-19T22:00:00Z', 'local': '2022-04-20T00:00:00+02:00'}}",,"{'min': 5.789999961853027, 'q02': 5.799600124359131, 'q25': 5.909999847412109, 'median': 6.014999866485596, 'q75': 6.082499980926514, 'q98': 6.089399814605713, 'max': 6.090000152587891, 'avg': 5.977499961853027, 'sd': 0.14032699167728424}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 4, 'observedInterval': '04:00:00', 'percentComplete': 17.0, 'percentCoverage': 17.0, 'datetimeFrom': {'utc': '2022-04-19T00:00:00Z', 'local': '2022-04-19T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-19T03:00:00Z', 'local': '2022-04-19T05:00:00+02:00'}}"
7.32,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-19T22:00:00Z', 'local': '2022-04-20T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-20T22:00:00Z', 'local': '2022-04-21T00:00:00+02:00'}}",,"{'min': 7.130000114440918, 'q02': 7.133200168609619, 'q25': 7.170000076293945, 'median': 7.210000038146973, 'q75': 7.414999961853027, 'q98': 7.603600025177002, 'max': 7.619999885559082, 'avg': 7.320000171661377, 'sd': 0.2628687918186188}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-04-20T00:00:00Z', 'local': '2022-04-20T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-20T02:00:00Z', 'local': '2022-04-20T04:00:00+02:00'}}"
9.45,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-20T22:00:00Z', 'local': '2022-04-21T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-21T22:00:00Z', 'local': '2022-04-22T00:00:00+02:00'}}",,"{'min': 9.109999656677246, 'q02': 9.116000175476074, 'q25': 9.192500114440918, 'median': 9.319999694824219, 'q75': 9.657500267028809, 'q98': 10.01099967956543, 'max': 10.039999961853027, 'avg': 9.451666831970215, 'sd': 0.3669014275074005}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 6, 'observedInterval': '06:00:00', 'percentComplete': 25.0, 'percentCoverage': 25.0, 'datetimeFrom': {'utc': '2022-04-21T00:00:00Z', 'local': '2022-04-21T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-21T05:00:00Z', 'local': '2022-04-21T07:00:00+02:00'}}"
8.55,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-21T22:00:00Z', 'local': '2022-04-22T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-22T22:00:00Z', 'local': '2022-04-23T00:00:00+02:00'}}",,"{'min': 7.730000019073486, 'q02': 7.740799903869629, 'q25': 7.864999771118164, 'median': 8.0, 'q75': 8.960000038146973, 'q98': 9.843199729919434, 'max': 9.920000076293945, 'avg': 8.550000190734863, 'sd': 1.1941105127334595}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-04-22T00:00:00Z', 'local': '2022-04-22T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-22T02:00:00Z', 'local': '2022-04-22T04:00:00+02:00'}}"
20.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-22T22:00:00Z', 'local': '2022-04-23T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-23T22:00:00Z', 'local': '2022-04-24T00:00:00+02:00'}}",,"{'min': 19.079999923706055, 'q02': 19.131000518798828, 'q25': 19.717500686645508, 'median': 20.0049991607666, 'q75': 20.264999389648438, 'q98': 20.77560043334961, 'max': 20.81999969482422, 'avg': 19.977500915527344, 'sd': 0.7136934399604797}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 4, 'observedInterval': '04:00:00', 'percentComplete': 17.0, 'percentCoverage': 17.0, 'datetimeFrom': {'utc': '2022-04-23T00:00:00Z', 'local': '2022-04-23T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-23T03:00:00Z', 'local': '2022-04-23T05:00:00+02:00'}}"
11.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-23T22:00:00Z', 'local': '2022-04-24T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-24T22:00:00Z', 'local': '2022-04-25T00:00:00+02:00'}}",,"{'min': 10.850000381469727, 'q02': 10.855600357055664, 'q25': 10.920000076293945, 'median': 10.989999771118164, 'q75': 11.119999885559082, 'q98': 11.23960018157959, 'max': 11.25, 'avg': 11.029999732971191, 'sd': 0.20297783613204956}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-04-24T00:00:00Z', 'local': '2022-04-24T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-24T02:00:00Z', 'local': '2022-04-24T04:00:00+02:00'}}"
14.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-24T22:00:00Z', 'local': '2022-04-25T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-25T22:00:00Z', 'local': '2022-04-26T00:00:00+02:00'}}",,"{'min': 12.930000305175781, 'q02': 12.991999626159668, 'q25': 13.704999923706055, 'median': 14.479999542236328, 'q75': 15.524999618530273, 'q98': 16.486400604248047, 'max': 16.56999969482422, 'avg': 14.65999984741211, 'sd': 1.826663613319397}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-04-25T00:00:00Z', 'local': '2022-04-25T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-25T02:00:00Z', 'local': '2022-04-25T04:00:00+02:00'}}"
8.55,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-26T22:00:00Z', 'local': '2022-04-27T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-27T22:00:00Z', 'local': '2022-04-28T00:00:00+02:00'}}",,"{'min': 8.550000190734863, 'q02': 8.550000190734863, 'q25': 8.550000190734863, 'median': 8.550000190734863, 'q75': 8.550000190734863, 'q98': 8.550000190734863, 'max': 8.550000190734863, 'avg': 8.550000190734863, 'sd': None}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 4.0, 'percentCoverage': 4.0, 'datetimeFrom': {'utc': '2022-04-27T00:00:00Z', 'local': '2022-04-27T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-27T00:00:00Z', 'local': '2022-04-27T02:00:00+02:00'}}"
14.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-27T22:00:00Z', 'local': '2022-04-28T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-28T22:00:00Z', 'local': '2022-04-29T00:00:00+02:00'}}",,"{'min': 13.630000114440918, 'q02': 13.645600318908691, 'q25': 13.824999809265137, 'median': 14.020000457763672, 'q75': 14.21500015258789, 'q98': 14.394399642944336, 'max': 14.40999984741211, 'avg': 14.020000457763672, 'sd': 0.5515432953834534}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 2, 'observedInterval': '02:00:00', 'percentComplete': 8.0, 'percentCoverage': 8.0, 'datetimeFrom': {'utc': '2022-04-28T01:00:00Z', 'local': '2022-04-28T03:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-28T02:00:00Z', 'local': '2022-04-28T04:00:00+02:00'}}"
14.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-28T22:00:00Z', 'local': '2022-04-29T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-29T22:00:00Z', 'local': '2022-04-30T00:00:00+02:00'}}",,"{'min': 13.399999618530273, 'q02': 13.438400268554688, 'q25': 13.880000114440918, 'median': 14.359999656677246, 'q75': 14.664999961853027, 'q98': 14.945599555969238, 'max': 14.970000267028809, 'avg': 14.243332862854004, 'sd': 0.7914754152297974}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-04-29T00:00:00Z', 'local': '2022-04-29T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-29T02:00:00Z', 'local': '2022-04-29T04:00:00+02:00'}}"
14.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-29T22:00:00Z', 'local': '2022-04-30T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-30T22:00:00Z', 'local': '2022-05-01T00:00:00+02:00'}}",,"{'min': 13.84000015258789, 'q02': 13.846199989318848, 'q25': 13.917499542236328, 'median': 13.994999885559082, 'q75': 14.072500228881836, 'q98': 14.143799781799316, 'max': 14.149999618530273, 'avg': 13.994999885559082, 'sd': 0.21920309960842133}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 2, 'observedInterval': '02:00:00', 'percentComplete': 8.0, 'percentCoverage': 8.0, 'datetimeFrom': {'utc': '2022-04-30T00:00:00Z', 'local': '2022-04-30T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-04-30T01:00:00Z', 'local': '2022-04-30T03:00:00+02:00'}}"
11.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-04-30T22:00:00Z', 'local': '2022-05-01T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-01T22:00:00Z', 'local': '2022-05-02T00:00:00+02:00'}}",,"{'min': 10.029999732971191, 'q02': 10.059599876403809, 'q25': 10.399999618530273, 'median': 10.770000457763672, 'q75': 11.9399995803833, 'q98': 13.016400337219238, 'max': 13.109999656677246, 'avg': 11.303333282470703, 'sd': 1.6077728271484375}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-05-01T00:00:00Z', 'local': '2022-05-01T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-01T02:00:00Z', 'local': '2022-05-01T04:00:00+02:00'}}"
9.87,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-05-01T22:00:00Z', 'local': '2022-05-02T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-02T22:00:00Z', 'local': '2022-05-03T00:00:00+02:00'}}",,"{'min': 9.390000343322754, 'q02': 9.410400390625, 'q25': 9.645000457763672, 'median': 9.899999618530273, 'q75': 10.109999656677246, 'q98': 10.303199768066406, 'max': 10.319999694824219, 'avg': 9.869999885559082, 'sd': 0.46572524309158325}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-05-02T00:00:00Z', 'local': '2022-05-02T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-02T02:00:00Z', 'local': '2022-05-02T04:00:00+02:00'}}"
16.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-05-02T22:00:00Z', 'local': '2022-05-03T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-03T22:00:00Z', 'local': '2022-05-04T00:00:00+02:00'}}",,"{'min': 15.220000267028809, 'q02': 15.253600120544434, 'q25': 15.640000343322754, 'median': 15.904999732971191, 'q75': 17.047500610351562, 'q98': 19.85580062866211, 'max': 20.100000381469727, 'avg': 16.782499313354492, 'sd': 2.2374446392059326}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 4, 'observedInterval': '04:00:00', 'percentComplete': 17.0, 'percentCoverage': 17.0, 'datetimeFrom': {'utc': '2022-05-03T00:00:00Z', 'local': '2022-05-03T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-03T03:00:00Z', 'local': '2022-05-03T05:00:00+02:00'}}"
9.39,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-05-03T22:00:00Z', 'local': '2022-05-04T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-04T22:00:00Z', 'local': '2022-05-05T00:00:00+02:00'}}",,"{'min': 8.670000076293945, 'q02': 8.693599700927734, 'q25': 8.96500015258789, 'median': 9.260000228881836, 'q75': 9.755000114440918, 'q98': 10.210399627685547, 'max': 10.25, 'avg': 9.393333435058594, 'sd': 0.7983942031860352}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-05-04T00:00:00Z', 'local': '2022-05-04T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-04T02:00:00Z', 'local': '2022-05-04T04:00:00+02:00'}}"
13.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-05-04T22:00:00Z', 'local': '2022-05-05T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-05T22:00:00Z', 'local': '2022-05-06T00:00:00+02:00'}}",,"{'min': 13.130000114440918, 'q02': 13.161999702453613, 'q25': 13.529999732971191, 'median': 13.930000305175781, 'q75': 14.029999732971191, 'q98': 14.121999740600586, 'max': 14.130000114440918, 'avg': 13.729999542236328, 'sd': 0.5291502475738525}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-05-05T00:00:00Z', 'local': '2022-05-05T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-05T02:00:00Z', 'local': '2022-05-05T04:00:00+02:00'}}"
13.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-05-05T22:00:00Z', 'local': '2022-05-06T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-06T22:00:00Z', 'local': '2022-05-07T00:00:00+02:00'}}",,"{'min': 13.09000015258789, 'q02': 13.094400405883789, 'q25': 13.145000457763672, 'median': 13.199999809265137, 'q75': 13.899999618530273, 'q98': 14.543999671936035, 'max': 14.600000381469727, 'avg': 13.630000114440918, 'sd': 0.8418431878089905}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-05-06T00:00:00Z', 'local': '2022-05-06T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-06T02:00:00Z', 'local': '2022-05-06T04:00:00+02:00'}}"
17.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-05-06T22:00:00Z', 'local': '2022-05-07T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-07T22:00:00Z', 'local': '2022-05-08T00:00:00+02:00'}}",,"{'min': 11.859999656677246, 'q02': 12.166000366210938, 'q25': 15.6850004196167, 'median': 19.510000228881836, 'q75': 20.530000686645508, 'q98': 21.468399047851562, 'max': 21.549999237060547, 'avg': 17.639999389648438, 'sd': 5.108492851257324}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-05-07T00:00:00Z', 'local': '2022-05-07T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-07T02:00:00Z', 'local': '2022-05-07T04:00:00+02:00'}}"
8.97,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-05-08T22:00:00Z', 'local': '2022-05-09T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-09T22:00:00Z', 'local': '2022-05-10T00:00:00+02:00'}}",,"{'min': 8.300000190734863, 'q02': 8.336400032043457, 'q25': 8.755000114440918, 'median': 9.210000038146973, 'q75': 9.305000305175781, 'q98': 9.392399787902832, 'max': 9.399999618530273, 'avg': 8.970000267028809, 'sd': 0.5879625678062439}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-05-09T00:00:00Z', 'local': '2022-05-09T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-09T02:00:00Z', 'local': '2022-05-09T04:00:00+02:00'}}"
10.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-05-09T22:00:00Z', 'local': '2022-05-10T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-10T22:00:00Z', 'local': '2022-05-11T00:00:00+02:00'}}",,"{'min': 10.649999618530273, 'q02': 10.661999702453613, 'q25': 10.800000190734863, 'median': 10.895000457763672, 'q75': 10.962499618530273, 'q98': 11.0246000289917, 'max': 11.029999732971191, 'avg': 10.867500305175781, 'sd': 0.1625576764345169}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 4, 'observedInterval': '04:00:00', 'percentComplete': 17.0, 'percentCoverage': 17.0, 'datetimeFrom': {'utc': '2022-05-10T00:00:00Z', 'local': '2022-05-10T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-10T03:00:00Z', 'local': '2022-05-10T05:00:00+02:00'}}"
15.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-05-10T22:00:00Z', 'local': '2022-05-11T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-11T22:00:00Z', 'local': '2022-05-12T00:00:00+02:00'}}",,"{'min': 14.640000343322754, 'q02': 14.652400016784668, 'q25': 14.795000076293945, 'median': 14.949999809265137, 'q75': 15.4399995803833, 'q98': 15.890800476074219, 'max': 15.930000305175781, 'avg': 15.173333168029785, 'sd': 0.673374593257904}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 3, 'observedInterval': '03:00:00', 'percentComplete': 13.0, 'percentCoverage': 13.0, 'datetimeFrom': {'utc': '2022-05-11T00:00:00Z', 'local': '2022-05-11T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-11T02:00:00Z', 'local': '2022-05-11T04:00:00+02:00'}}"
13.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-05-11T22:00:00Z', 'local': '2022-05-12T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-12T22:00:00Z', 'local': '2022-05-13T00:00:00+02:00'}}",,"{'min': 12.40999984741211, 'q02': 12.447400093078613, 'q25': 12.8774995803833, 'median': 13.345000267028809, 'q75': 13.8125, 'q98': 14.242600440979004, 'max': 14.279999732971191, 'avg': 13.345000267028809, 'sd': 1.3222897052764893}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 2, 'observedInterval': '02:00:00', 'percentComplete': 8.0, 'percentCoverage': 8.0, 'datetimeFrom': {'utc': '2022-05-12T00:00:00Z', 'local': '2022-05-12T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-12T01:00:00Z', 'local': '2022-05-12T03:00:00+02:00'}}"
6.55,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-05-12T22:00:00Z', 'local': '2022-05-13T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-13T22:00:00Z', 'local': '2022-05-14T00:00:00+02:00'}}",,"{'min': 6.380000114440918, 'q02': 6.38700008392334, 'q25': 6.46750020980835, 'median': 6.554999828338623, 'q75': 6.642499923706055, 'q98': 6.7230000495910645, 'max': 6.730000019073486, 'avg': 6.554999828338623, 'sd': 0.2474873661994934}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 2, 'observedInterval': '02:00:00', 'percentComplete': 8.0, 'percentCoverage': 8.0, 'datetimeFrom': {'utc': '2022-05-13T00:00:00Z', 'local': '2022-05-13T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-13T01:00:00Z', 'local': '2022-05-13T03:00:00+02:00'}}"
10.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': '1day', 'interval': '24:00:00', 'datetimeFrom': {'utc': '2022-05-13T22:00:00Z', 'local': '2022-05-14T00:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-14T22:00:00Z', 'local': '2022-05-15T00:00:00+02:00'}}",,"{'min': 10.510000228881836, 'q02': 10.529199600219727, 'q25': 10.75, 'median': 10.829999923706055, 'q75': 10.9399995803833, 'q98': 11.243599891662598, 'max': 11.270000457763672, 'avg': 10.859999656677246, 'sd': 0.3121965229511261}","{'expectedCount': 24, 'expectedInterval': '24:00:00', 'observedCount': 4, 'observedInterval': '04:00:00', 'percentComplete': 17.0, 'percentCoverage': 17.0, 'datetimeFrom': {'utc': '2022-05-14T00:00:00Z', 'local': '2022-05-14T02:00:00+02:00'}, 'datetimeTo': {'utc': '2022-05-14T03:00:00Z', 'local': '2022-05-14T05:00:00+02:00'}}"
