date,city,country,location,aqi,pm25,aqi_method,source_dataset,raw_row_count
2017-10-03,Bengaluru,India,"Bengaluru, India",48.0,,provided,India AQI Bulletins,1
2017-10-03,Delhi,India,"Delhi, India",159.0,,provided,India AQI Bulletins,1
2017-10-03,Mumbai,India,"Mumbai, India",89.0,,provided,India AQI Bulletins,1
2017-10-03,London,United Kingdom,"London, United Kingdom",36.0,8.628,derived_from_pm25,Other Cities PM2.5,1
2017-10-04,Sao Paulo,Brazil,"Sao Paulo, Brazil",54.0,13.5,derived_from_pm25,Other Cities PM2.5,1
2017-10-04,Berlin,Germany,"Berlin, Germany",28.0,6.7875,derived_from_pm25,Other Cities PM2.5,1
2017-10-04,Bengaluru,India,"Bengaluru, India",85.0,,provided,India AQI Bulletins,1
2017-10-04,Delhi,India,"Delhi, India",219.0,,provided,India AQI Bulletins,1
2017-10-04,Mumbai,India,"Mumbai, India",88.0,,provided,India AQI Bulletins,1
2017-10-04,London,United Kingdom,"London, United Kingdom",28.0,6.7143,derived_from_pm25,Other Cities PM2.5,1
2017-10-05,Sao Paulo,Brazil,"Sao Paulo, Brazil",67.0,19.9091,derived_from_pm25,Other Cities PM2.5,1
2017-10-05,Berlin,Germany,"Berlin, Germany",16.0,3.9009,derived_from_pm25,Other Cities PM2.5,1
2017-10-05,Bengaluru,India,"Bengaluru, India",48.0,,provided,India AQI Bulletins,1
2017-10-05,Delhi,India,"Delhi, India",212.0,,provided,India AQI Bulletins,1
2017-10-05,Mumbai,India,"Mumbai, India",122.0,,provided,India AQI Bulletins,1
2017-10-05,London,United Kingdom,"London, United Kingdom",27.0,6.5992,derived_from_pm25,Other Cities PM2.5,1
2017-10-06,Sao Paulo,Brazil,"Sao Paulo, Brazil",72.0,22.3043,derived_from_pm25,Other Cities PM2.5,1
2017-10-06,Paris,France,"Paris, France",59.0,15.71,derived_from_pm25,Other Cities PM2.5,1
2017-10-06,Berlin,Germany,"Berlin, Germany",28.0,6.8333,derived_from_pm25,Other Cities PM2.5,1
2017-10-06,Bengaluru,India,"Bengaluru, India",65.0,,provided,India AQI Bulletins,1
2017-10-06,Delhi,India,"Delhi, India",182.0,,provided,India AQI Bulletins,1
2017-10-06,London,United Kingdom,"London, United Kingdom",33.0,7.849,derived_from_pm25,Other Cities PM2.5,1
2017-10-07,Sao Paulo,Brazil,"Sao Paulo, Brazil",46.0,11.05,derived_from_pm25,Other Cities PM2.5,1
2017-10-07,Paris,France,"Paris, France",34.0,8.1633,derived_from_pm25,Other Cities PM2.5,1
2017-10-07,Berlin,Germany,"Berlin, Germany",14.0,3.2929,derived_from_pm25,Other Cities PM2.5,1
2017-10-07,Bengaluru,India,"Bengaluru, India",53.0,,provided,India AQI Bulletins,1
2017-10-07,Delhi,India,"Delhi, India",195.0,,provided,India AQI Bulletins,1
2017-10-07,Mumbai,India,"Mumbai, India",83.0,,provided,India AQI Bulletins,1
2017-10-07,London,United Kingdom,"London, United Kingdom",25.0,6.0955,derived_from_pm25,Other Cities PM2.5,1
2017-10-08,Sao Paulo,Brazil,"Sao Paulo, Brazil",61.0,16.8696,derived_from_pm25,Other Cities PM2.5,1
2017-10-08,Paris,France,"Paris, France",49.0,11.6417,derived_from_pm25,Other Cities PM2.5,1
2017-10-08,Berlin,Germany,"Berlin, Germany",22.0,5.1833,derived_from_pm25,Other Cities PM2.5,1
2017-10-08,Bengaluru,India,"Bengaluru, India",74.0,,provided,India AQI Bulletins,1
2017-10-08,Delhi,India,"Delhi, India",247.0,,provided,India AQI Bulletins,1
2017-10-08,Mexico City,Mexico,"Mexico City, Mexico",57.0,15.1333,derived_from_pm25,Other Cities PM2.5,1
2017-10-08,London,United Kingdom,"London, United Kingdom",54.0,13.439,derived_from_pm25,Other Cities PM2.5,1
2017-10-09,Sao Paulo,Brazil,"Sao Paulo, Brazil",65.0,18.9407,derived_from_pm25,Other Cities PM2.5,1
2017-10-09,Paris,France,"Paris, France",27.0,6.48,derived_from_pm25,Other Cities PM2.5,1
2017-10-09,Berlin,Germany,"Berlin, Germany",54.0,13.6829,derived_from_pm25,Other Cities PM2.5,1
2017-10-09,Bengaluru,India,"Bengaluru, India",63.0,,provided,India AQI Bulletins,1
2017-10-09,Delhi,India,"Delhi, India",277.0,,provided,India AQI Bulletins,1
2017-10-09,Mexico City,Mexico,"Mexico City, Mexico",62.0,17.375,derived_from_pm25,Other Cities PM2.5,1
2017-10-09,London,United Kingdom,"London, United Kingdom",30.0,7.2464,derived_from_pm25,Other Cities PM2.5,1
2017-10-10,Sao Paulo,Brazil,"Sao Paulo, Brazil",80.0,25.6522,derived_from_pm25,Other Cities PM2.5,1
2017-10-10,Berlin,Germany,"Berlin, Germany",45.0,10.8095,derived_from_pm25,Other Cities PM2.5,1
2017-10-10,Bengaluru,India,"Bengaluru, India",84.0,,provided,India AQI Bulletins,1
2017-10-10,Delhi,India,"Delhi, India",254.0,,provided,India AQI Bulletins,1
2017-10-10,Mumbai,India,"Mumbai, India",80.0,,provided,India AQI Bulletins,1
2017-10-10,Mexico City,Mexico,"Mexico City, Mexico",47.0,11.25,derived_from_pm25,Other Cities PM2.5,1
2017-10-10,London,United Kingdom,"London, United Kingdom",24.0,5.6705,derived_from_pm25,Other Cities PM2.5,1
2017-10-11,Sao Paulo,Brazil,"Sao Paulo, Brazil",89.0,30.2473,derived_from_pm25,Other Cities PM2.5,1
2017-10-11,Paris,France,"Paris, France",31.0,7.3983,derived_from_pm25,Other Cities PM2.5,1
2017-10-11,Berlin,Germany,"Berlin, Germany",25.0,5.9232,derived_from_pm25,Other Cities PM2.5,1
2017-10-11,Bengaluru,India,"Bengaluru, India",53.0,,provided,India AQI Bulletins,1
2017-10-11,Delhi,India,"Delhi, India",279.0,,provided,India AQI Bulletins,1
2017-10-11,Mumbai,India,"Mumbai, India",57.0,,provided,India AQI Bulletins,1
2017-10-11,Mexico City,Mexico,"Mexico City, Mexico",44.0,10.5,derived_from_pm25,Other Cities PM2.5,1
2017-10-11,London,United Kingdom,"London, United Kingdom",34.0,8.1483,derived_from_pm25,Other Cities PM2.5,1
2017-10-12,Sao Paulo,Brazil,"Sao Paulo, Brazil",58.0,15.6159,derived_from_pm25,Other Cities PM2.5,1
2017-10-12,Paris,France,"Paris, France",55.0,13.902,derived_from_pm25,Other Cities PM2.5,1
2017-10-12,Berlin,Germany,"Berlin, Germany",30.0,7.1,derived_from_pm25,Other Cities PM2.5,1
2017-10-12,Bengaluru,India,"Bengaluru, India",73.0,,provided,India AQI Bulletins,1
2017-10-12,Delhi,India,"Delhi, India",268.0,,provided,India AQI Bulletins,1
2017-10-12,Mumbai,India,"Mumbai, India",43.0,,provided,India AQI Bulletins,1
2017-10-12,Mexico City,Mexico,"Mexico City, Mexico",27.0,6.4333,derived_from_pm25,Other Cities PM2.5,1
2017-10-12,London,United Kingdom,"London, United Kingdom",39.0,9.4634,derived_from_pm25,Other Cities PM2.5,1
2017-10-13,Sao Paulo,Brazil,"Sao Paulo, Brazil",72.0,21.9656,derived_from_pm25,Other Cities PM2.5,1
2017-10-13,Paris,France,"Paris, France",70.0,21.2481,derived_from_pm25,Other Cities PM2.5,1
2017-10-13,Berlin,Germany,"Berlin, Germany",75.0,23.6452,derived_from_pm25,Other Cities PM2.5,1
2017-10-13,Bengaluru,India,"Bengaluru, India",48.0,,provided,India AQI Bulletins,1
2017-10-13,Delhi,India,"Delhi, India",285.0,,provided,India AQI Bulletins,1
2017-10-13,Mumbai,India,"Mumbai, India",73.0,,provided,India AQI Bulletins,1
2017-10-13,Mexico City,Mexico,"Mexico City, Mexico",34.0,8.125,derived_from_pm25,Other Cities PM2.5,1
2017-10-13,London,United Kingdom,"London, United Kingdom",44.0,10.4607,derived_from_pm25,Other Cities PM2.5,1
2017-10-14,Sao Paulo,Brazil,"Sao Paulo, Brazil",38.0,9.0938,derived_from_pm25,Other Cities PM2.5,1
2017-10-14,Berlin,Germany,"Berlin, Germany",79.0,25.6286,derived_from_pm25,Other Cities PM2.5,1
2017-10-14,Mexico City,Mexico,"Mexico City, Mexico",53.0,13.1667,derived_from_pm25,Other Cities PM2.5,1
2017-10-14,London,United Kingdom,"London, United Kingdom",56.0,14.5879,derived_from_pm25,Other Cities PM2.5,1
2017-10-15,Sao Paulo,Brazil,"Sao Paulo, Brazil",25.0,5.9091,derived_from_pm25,Other Cities PM2.5,1
2017-10-15,Berlin,Germany,"Berlin, Germany",65.0,18.9156,derived_from_pm25,Other Cities PM2.5,1
2017-10-15,Bengaluru,India,"Bengaluru, India",59.0,,provided,India AQI Bulletins,1
2017-10-15,Delhi,India,"Delhi, India",289.0,,provided,India AQI Bulletins,1
2017-10-15,Mumbai,India,"Mumbai, India",80.0,,provided,India AQI Bulletins,1
2017-10-15,Mexico City,Mexico,"Mexico City, Mexico",63.0,17.9792,derived_from_pm25,Other Cities PM2.5,1
2017-10-15,London,United Kingdom,"London, United Kingdom",72.0,21.9432,derived_from_pm25,Other Cities PM2.5,1
2017-10-16,Sao Paulo,Brazil,"Sao Paulo, Brazil",37.0,8.8636,derived_from_pm25,Other Cities PM2.5,1
2017-10-16,Paris,France,"Paris, France",66.0,19.0071,derived_from_pm25,Other Cities PM2.5,1
2017-10-16,Berlin,Germany,"Berlin, Germany",87.0,29.3493,derived_from_pm25,Other Cities PM2.5,1
2017-10-16,Bengaluru,India,"Bengaluru, India",60.0,,provided,India AQI Bulletins,1
2017-10-16,Delhi,India,"Delhi, India",290.0,,provided,India AQI Bulletins,1
2017-10-16,Mumbai,India,"Mumbai, India",85.0,,provided,India AQI Bulletins,1
2017-10-16,Mexico City,Mexico,"Mexico City, Mexico",24.0,5.8056,derived_from_pm25,Other Cities PM2.5,1
2017-10-16,London,United Kingdom,"London, United Kingdom",52.0,12.4583,derived_from_pm25,Other Cities PM2.5,1
2017-10-17,Sao Paulo,Brazil,"Sao Paulo, Brazil",73.0,22.7381,derived_from_pm25,Other Cities PM2.5,1
2017-10-17,Paris,France,"Paris, France",75.0,23.2829,derived_from_pm25,Other Cities PM2.5,1
2017-10-17,Berlin,Germany,"Berlin, Germany",89.0,30.3889,derived_from_pm25,Other Cities PM2.5,1
2017-10-17,Bengaluru,India,"Bengaluru, India",52.0,,provided,India AQI Bulletins,1
2017-10-17,Delhi,India,"Delhi, India",306.0,,provided,India AQI Bulletins,1
2017-10-17,Mumbai,India,"Mumbai, India",90.0,,provided,India AQI Bulletins,1
2017-10-17,Mexico City,Mexico,"Mexico City, Mexico",44.0,10.6006,derived_from_pm25,Other Cities PM2.5,1
2017-10-17,London,United Kingdom,"London, United Kingdom",59.0,15.9231,derived_from_pm25,Other Cities PM2.5,1
2017-10-18,Sao Paulo,Brazil,"Sao Paulo, Brazil",68.0,20.1453,derived_from_pm25,Other Cities PM2.5,1
2017-10-18,Paris,France,"Paris, France",60.0,16.4867,derived_from_pm25,Other Cities PM2.5,1
2017-10-18,Berlin,Germany,"Berlin, Germany",85.0,28.3,derived_from_pm25,Other Cities PM2.5,1
2017-10-18,Bengaluru,India,"Bengaluru, India",114.0,,provided,India AQI Bulletins,1
2017-10-18,Delhi,India,"Delhi, India",302.0,,provided,India AQI Bulletins,1
2017-10-18,Mumbai,India,"Mumbai, India",193.0,,provided,India AQI Bulletins,1
2017-10-18,Mexico City,Mexico,"Mexico City, Mexico",67.0,19.75,derived_from_pm25,Other Cities PM2.5,1
2017-10-18,London,United Kingdom,"London, United Kingdom",81.0,26.2381,derived_from_pm25,Other Cities PM2.5,1
2017-10-19,Sao Paulo,Brazil,"Sao Paulo, Brazil",73.0,22.6364,derived_from_pm25,Other Cities PM2.5,1
2017-10-19,Paris,France,"Paris, France",21.0,5.0817,derived_from_pm25,Other Cities PM2.5,1
2017-10-19,Berlin,Germany,"Berlin, Germany",133.0,48.65,derived_from_pm25,Other Cities PM2.5,1
2017-10-19,Bengaluru,India,"Bengaluru, India",96.0,,provided,India AQI Bulletins,1
2017-10-19,Delhi,India,"Delhi, India",319.0,,provided,India AQI Bulletins,1
2017-10-19,Mumbai,India,"Mumbai, India",165.0,,provided,India AQI Bulletins,1
2017-10-19,Mexico City,Mexico,"Mexico City, Mexico",88.0,29.8788,derived_from_pm25,Other Cities PM2.5,1
2017-10-19,London,United Kingdom,"London, United Kingdom",68.0,20.3333,derived_from_pm25,Other Cities PM2.5,1
2017-10-20,Sao Paulo,Brazil,"Sao Paulo, Brazil",44.0,10.5,derived_from_pm25,Other Cities PM2.5,1
2017-10-20,Berlin,Germany,"Berlin, Germany",54.0,13.6725,derived_from_pm25,Other Cities PM2.5,1
2017-10-20,Bengaluru,India,"Bengaluru, India",157.0,,provided,India AQI Bulletins,1
2017-10-20,Delhi,India,"Delhi, India",403.0,,provided,India AQI Bulletins,1
2017-10-20,Mumbai,India,"Mumbai, India",249.0,,provided,India AQI Bulletins,1
2017-10-20,Mexico City,Mexico,"Mexico City, Mexico",51.0,12.3333,derived_from_pm25,Other Cities PM2.5,1
2017-10-20,London,United Kingdom,"London, United Kingdom",33.0,7.8409,derived_from_pm25,Other Cities PM2.5,1
2017-10-21,Sao Paulo,Brazil,"Sao Paulo, Brazil",72.0,22.0652,derived_from_pm25,Other Cities PM2.5,1
2017-10-21,Berlin,Germany,"Berlin, Germany",38.0,9.2238,derived_from_pm25,Other Cities PM2.5,1
2017-10-21,Bengaluru,India,"Bengaluru, India",118.0,,provided,India AQI Bulletins,1
2017-10-21,Delhi,India,"Delhi, India",389.0,,provided,India AQI Bulletins,1
2017-10-21,Mumbai,India,"Mumbai, India",107.0,,provided,India AQI Bulletins,1
2017-10-21,Mexico City,Mexico,"Mexico City, Mexico",82.0,26.719,derived_from_pm25,Other Cities PM2.5,1
2017-10-21,London,United Kingdom,"London, United Kingdom",28.0,6.8097,derived_from_pm25,Other Cities PM2.5,1
2017-10-22,Sao Paulo,Brazil,"Sao Paulo, Brazil",66.0,19.1304,derived_from_pm25,Other Cities PM2.5,1
2017-10-22,Paris,France,"Paris, France",22.0,5.2317,derived_from_pm25,Other Cities PM2.5,1
2017-10-22,Berlin,Germany,"Berlin, Germany",55.0,14.1262,derived_from_pm25,Other Cities PM2.5,1
2017-10-22,Bengaluru,India,"Bengaluru, India",68.0,,provided,India AQI Bulletins,1
2017-10-22,Delhi,India,"Delhi, India",329.0,,provided,India AQI Bulletins,1
2017-10-22,Mumbai,India,"Mumbai, India",79.0,,provided,India AQI Bulletins,1
2017-10-22,Mexico City,Mexico,"Mexico City, Mexico",71.0,21.8024,derived_from_pm25,Other Cities PM2.5,1
2017-10-22,London,United Kingdom,"London, United Kingdom",28.0,6.625,derived_from_pm25,Other Cities PM2.5,1
2017-10-23,Sao Paulo,Brazil,"Sao Paulo, Brazil",37.0,8.9565,derived_from_pm25,Other Cities PM2.5,1
2017-10-23,Paris,France,"Paris, France",20.0,4.9167,derived_from_pm25,Other Cities PM2.5,1
2017-10-23,Berlin,Germany,"Berlin, Germany",62.0,17.1654,derived_from_pm25,Other Cities PM2.5,1
2017-10-23,Bengaluru,India,"Bengaluru, India",69.0,,provided,India AQI Bulletins,1
2017-10-23,Delhi,India,"Delhi, India",306.0,,provided,India AQI Bulletins,1
2017-10-23,Mexico City,Mexico,"Mexico City, Mexico",38.0,9.0,derived_from_pm25,Other Cities PM2.5,1
2017-10-23,London,United Kingdom,"London, United Kingdom",35.0,8.464,derived_from_pm25,Other Cities PM2.5,1
2017-10-24,Sao Paulo,Brazil,"Sao Paulo, Brazil",53.0,13.0,derived_from_pm25,Other Cities PM2.5,1
2017-10-24,Berlin,Germany,"Berlin, Germany",40.0,9.6327,derived_from_pm25,Other Cities PM2.5,1
2017-10-24,Bengaluru,India,"Bengaluru, India",87.0,,provided,India AQI Bulletins,1
2017-10-24,Delhi,India,"Delhi, India",309.0,,provided,India AQI Bulletins,1
2017-10-24,Mumbai,India,"Mumbai, India",103.0,,provided,India AQI Bulletins,1
2017-10-24,Mexico City,Mexico,"Mexico City, Mexico",36.0,8.5357,derived_from_pm25,Other Cities PM2.5,1
2017-10-24,London,United Kingdom,"London, United Kingdom",33.0,7.9992,derived_from_pm25,Other Cities PM2.5,1
2017-10-25,Sao Paulo,Brazil,"Sao Paulo, Brazil",69.0,20.5,derived_from_pm25,Other Cities PM2.5,1
2017-10-25,Berlin,Germany,"Berlin, Germany",53.0,13.0575,derived_from_pm25,Other Cities PM2.5,1
2017-10-25,Bengaluru,India,"Bengaluru, India",90.0,,provided,India AQI Bulletins,1
2017-10-25,Delhi,India,"Delhi, India",344.0,,provided,India AQI Bulletins,1
2017-10-25,Mumbai,India,"Mumbai, India",107.0,,provided,India AQI Bulletins,1
2017-10-25,Mexico City,Mexico,"Mexico City, Mexico",54.0,13.75,derived_from_pm25,Other Cities PM2.5,1
2017-10-25,London,United Kingdom,"London, United Kingdom",54.0,13.5813,derived_from_pm25,Other Cities PM2.5,1
2017-10-26,Sao Paulo,Brazil,"Sao Paulo, Brazil",44.0,10.4545,derived_from_pm25,Other Cities PM2.5,1
2017-10-26,Paris,France,"Paris, France",77.0,24.41,derived_from_pm25,Other Cities PM2.5,1
2017-10-26,Berlin,Germany,"Berlin, Germany",24.0,5.737,derived_from_pm25,Other Cities PM2.5,1
2017-10-26,Bengaluru,India,"Bengaluru, India",63.0,,provided,India AQI Bulletins,1
2017-10-26,Delhi,India,"Delhi, India",321.0,,provided,India AQI Bulletins,1
2017-10-26,Mumbai,India,"Mumbai, India",132.0,,provided,India AQI Bulletins,1
2017-10-26,Mexico City,Mexico,"Mexico City, Mexico",105.0,37.0,derived_from_pm25,Other Cities PM2.5,1
2017-10-26,London,United Kingdom,"London, United Kingdom",53.0,13.0683,derived_from_pm25,Other Cities PM2.5,1
2017-10-27,Sao Paulo,Brazil,"Sao Paulo, Brazil",78.0,24.8,derived_from_pm25,Other Cities PM2.5,1
2017-10-27,Berlin,Germany,"Berlin, Germany",24.0,5.7711,derived_from_pm25,Other Cities PM2.5,1
2017-10-27,Bengaluru,India,"Bengaluru, India",56.0,,provided,India AQI Bulletins,1
2017-10-27,Delhi,India,"Delhi, India",329.0,,provided,India AQI Bulletins,1
2017-10-27,Mumbai,India,"Mumbai, India",128.0,,provided,India AQI Bulletins,1
2017-10-27,Mexico City,Mexico,"Mexico City, Mexico",83.0,27.1786,derived_from_pm25,Other Cities PM2.5,1
2017-10-27,London,United Kingdom,"London, United Kingdom",52.0,12.5114,derived_from_pm25,Other Cities PM2.5,1
2017-10-28,Berlin,Germany,"Berlin, Germany",9.0,2.2476,derived_from_pm25,Other Cities PM2.5,1
2017-10-28,Bengaluru,India,"Bengaluru, India",63.0,,provided,India AQI Bulletins,1
2017-10-28,Delhi,India,"Delhi, India",346.0,,provided,India AQI Bulletins,1
2017-10-28,Mumbai,India,"Mumbai, India",103.0,,provided,India AQI Bulletins,1
2017-10-28,Mexico City,Mexico,"Mexico City, Mexico",86.0,28.5714,derived_from_pm25,Other Cities PM2.5,1
2017-10-28,London,United Kingdom,"London, United Kingdom",32.0,7.6184,derived_from_pm25,Other Cities PM2.5,1
2017-10-29,Berlin,Germany,"Berlin, Germany",18.0,4.4031,derived_from_pm25,Other Cities PM2.5,1
2017-10-29,Bengaluru,India,"Bengaluru, India",80.0,,provided,India AQI Bulletins,1
2017-10-29,Delhi,India,"Delhi, India",338.0,,provided,India AQI Bulletins,1
2017-10-29,Mumbai,India,"Mumbai, India",110.0,,provided,India AQI Bulletins,1
2017-10-29,Mexico City,Mexico,"Mexico City, Mexico",84.0,27.9,derived_from_pm25,Other Cities PM2.5,1
2017-10-30,Berlin,Germany,"Berlin, Germany",32.0,7.7283,derived_from_pm25,Other Cities PM2.5,1
2017-10-30,Bengaluru,India,"Bengaluru, India",74.0,,provided,India AQI Bulletins,1
2017-10-30,Delhi,India,"Delhi, India",328.0,,provided,India AQI Bulletins,1
2017-10-30,Mexico City,Mexico,"Mexico City, Mexico",96.0,33.7019,derived_from_pm25,Other Cities PM2.5,1
2017-10-30,London,United Kingdom,"London, United Kingdom",39.0,9.3389,derived_from_pm25,Other Cities PM2.5,1
2017-10-31,Paris,France,"Paris, France",71.0,21.6338,derived_from_pm25,Other Cities PM2.5,1
2017-10-31,Berlin,Germany,"Berlin, Germany",61.0,16.7027,derived_from_pm25,Other Cities PM2.5,1
2017-10-31,Bengaluru,India,"Bengaluru, India",79.0,,provided,India AQI Bulletins,1
2017-10-31,Delhi,India,"Delhi, India",351.0,,provided,India AQI Bulletins,1
2017-10-31,Mumbai,India,"Mumbai, India",106.0,,provided,India AQI Bulletins,1
2017-10-31,Mexico City,Mexico,"Mexico City, Mexico",90.0,30.6833,derived_from_pm25,Other Cities PM2.5,1
2017-10-31,London,United Kingdom,"London, United Kingdom",57.0,15.0104,derived_from_pm25,Other Cities PM2.5,1
2017-11-01,Paris,France,"Paris, France",102.0,35.715,derived_from_pm25,Other Cities PM2.5,1
2017-11-01,Berlin,Germany,"Berlin, Germany",52.0,12.5339,derived_from_pm25,Other Cities PM2.5,1
2017-11-01,Bengaluru,India,"Bengaluru, India",88.0,,provided,India AQI Bulletins,1
2017-11-01,Delhi,India,"Delhi, India",355.0,,provided,India AQI Bulletins,1
2017-11-01,Mumbai,India,"Mumbai, India",104.0,,provided,India AQI Bulletins,1
2017-11-01,Mexico City,Mexico,"Mexico City, Mexico",121.0,43.6111,derived_from_pm25,Other Cities PM2.5,1
2017-11-01,London,United Kingdom,"London, United Kingdom",53.0,13.2612,derived_from_pm25,Other Cities PM2.5,1
2017-11-02,Paris,France,"Paris, France",75.0,23.3,derived_from_pm25,Other Cities PM2.5,1
2017-11-02,Berlin,Germany,"Berlin, Germany",60.0,16.3118,derived_from_pm25,Other Cities PM2.5,1
2017-11-02,Bengaluru,India,"Bengaluru, India",76.0,,provided,India AQI Bulletins,1
2017-11-02,Delhi,India,"Delhi, India",311.0,,provided,India AQI Bulletins,1
2017-11-02,Mumbai,India,"Mumbai, India",125.0,,provided,India AQI Bulletins,1
2017-11-02,Mexico City,Mexico,"Mexico City, Mexico",88.0,29.869,derived_from_pm25,Other Cities PM2.5,1
2017-11-02,London,United Kingdom,"London, United Kingdom",73.0,22.5817,derived_from_pm25,Other Cities PM2.5,1
2017-11-03,Paris,France,"Paris, France",56.0,14.6367,derived_from_pm25,Other Cities PM2.5,1
2017-11-03,Berlin,Germany,"Berlin, Germany",76.0,24.2025,derived_from_pm25,Other Cities PM2.5,1
2017-11-03,Bengaluru,India,"Bengaluru, India",108.0,,provided,India AQI Bulletins,1
2017-11-03,Delhi,India,"Delhi, India",324.0,,provided,India AQI Bulletins,1
2017-11-03,Mumbai,India,"Mumbai, India",109.0,,provided,India AQI Bulletins,1
2017-11-03,Mexico City,Mexico,"Mexico City, Mexico",35.0,8.3333,derived_from_pm25,Other Cities PM2.5,1
2017-11-03,London,United Kingdom,"London, United Kingdom",89.0,30.0467,derived_from_pm25,Other Cities PM2.5,1
2017-11-04,Paris,France,"Paris, France",35.0,8.5167,derived_from_pm25,Other Cities PM2.5,1
2017-11-04,Berlin,Germany,"Berlin, Germany",79.0,25.4107,derived_from_pm25,Other Cities PM2.5,1
2017-11-04,Bengaluru,India,"Bengaluru, India",100.0,,provided,India AQI Bulletins,1
2017-11-04,Delhi,India,"Delhi, India",351.0,,provided,India AQI Bulletins,1
2017-11-04,Mumbai,India,"Mumbai, India",122.0,,provided,India AQI Bulletins,1
2017-11-04,Mexico City,Mexico,"Mexico City, Mexico",57.0,14.75,derived_from_pm25,Other Cities PM2.5,1
2017-11-04,London,United Kingdom,"London, United Kingdom",83.0,27.1153,derived_from_pm25,Other Cities PM2.5,1
2017-11-05,Berlin,Germany,"Berlin, Germany",44.0,10.5667,derived_from_pm25,Other Cities PM2.5,1
2017-11-05,Bengaluru,India,"Bengaluru, India",53.0,,provided,India AQI Bulletins,1
2017-11-05,Delhi,India,"Delhi, India",368.0,,provided,India AQI Bulletins,1
2017-11-05,Mumbai,India,"Mumbai, India",119.0,,provided,India AQI Bulletins,1
2017-11-05,London,United Kingdom,"London, United Kingdom",61.0,16.8546,derived_from_pm25,Other Cities PM2.5,1
2017-11-06,Berlin,Germany,"Berlin, Germany",48.0,11.4792,derived_from_pm25,Other Cities PM2.5,1
2017-11-06,Bengaluru,India,"Bengaluru, India",63.0,,provided,India AQI Bulletins,1
2017-11-06,Delhi,India,"Delhi, India",354.0,,provided,India AQI Bulletins,1
2017-11-06,Mumbai,India,"Mumbai, India",95.0,,provided,India AQI Bulletins,1
2017-11-06,Mexico City,Mexico,"Mexico City, Mexico",62.0,17.5,derived_from_pm25,Other Cities PM2.5,1
2017-11-06,London,United Kingdom,"London, United Kingdom",79.0,25.553,derived_from_pm25,Other Cities PM2.5,1
2017-11-07,Berlin,Germany,"Berlin, Germany",107.0,37.9071,derived_from_pm25,Other Cities PM2.5,1
2017-11-07,Bengaluru,India,"Bengaluru, India",62.0,,provided,India AQI Bulletins,1
2017-11-07,Delhi,India,"Delhi, India",448.0,,provided,India AQI Bulletins,1
2017-11-07,Mumbai,India,"Mumbai, India",107.0,,provided,India AQI Bulletins,1
2017-11-07,London,United Kingdom,"London, United Kingdom",52.0,12.6424,derived_from_pm25,Other Cities PM2.5,1
2017-11-08,Paris,France,"Paris, France",33.0,7.8833,derived_from_pm25,Other Cities PM2.5,1
2017-11-08,Berlin,Germany,"Berlin, Germany",102.0,35.7675,derived_from_pm25,Other Cities PM2.5,1
2017-11-08,Bengaluru,India,"Bengaluru, India",46.0,,provided,India AQI Bulletins,1
2017-11-08,Delhi,India,"Delhi, India",478.0,,provided,India AQI Bulletins,1
2017-11-08,Mumbai,India,"Mumbai, India",106.0,,provided,India AQI Bulletins,1
2017-11-08,Mexico City,Mexico,"Mexico City, Mexico",84.0,28.0,derived_from_pm25,Other Cities PM2.5,1
2017-11-08,London,United Kingdom,"London, United Kingdom",40.0,9.6732,derived_from_pm25,Other Cities PM2.5,1
2017-11-09,Paris,France,"Paris, France",45.0,10.7483,derived_from_pm25,Other Cities PM2.5,1
2017-11-09,Berlin,Germany,"Berlin, Germany",72.0,21.975,derived_from_pm25,Other Cities PM2.5,1
2017-11-09,Bengaluru,India,"Bengaluru, India",72.0,,provided,India AQI Bulletins,1
2017-11-09,Delhi,India,"Delhi, India",486.0,,provided,India AQI Bulletins,1
2017-11-09,Mumbai,India,"Mumbai, India",105.0,,provided,India AQI Bulletins,1
2017-11-09,London,United Kingdom,"London, United Kingdom",55.0,14.0806,derived_from_pm25,Other Cities PM2.5,1
2017-11-10,Paris,France,"Paris, France",36.0,8.74,derived_from_pm25,Other Cities PM2.5,1
2017-11-10,Berlin,Germany,"Berlin, Germany",15.0,3.7167,derived_from_pm25,Other Cities PM2.5,1
2017-11-10,Bengaluru,India,"Bengaluru, India",51.0,,provided,India AQI Bulletins,1
2017-11-10,Delhi,India,"Delhi, India",468.0,,provided,India AQI Bulletins,1
2017-11-10,Mumbai,India,"Mumbai, India",112.0,,provided,India AQI Bulletins,1
2017-11-10,London,United Kingdom,"London, United Kingdom",45.0,10.8471,derived_from_pm25,Other Cities PM2.5,1
2017-11-11,Paris,France,"Paris, France",35.0,8.4767,derived_from_pm25,Other Cities PM2.5,1
2017-11-11,Berlin,Germany,"Berlin, Germany",53.0,13.1952,derived_from_pm25,Other Cities PM2.5,1
2017-11-11,Bengaluru,India,"Bengaluru, India",84.0,,provided,India AQI Bulletins,1
2017-11-11,Delhi,India,"Delhi, India",403.0,,provided,India AQI Bulletins,1
2017-11-11,Mumbai,India,"Mumbai, India",124.0,,provided,India AQI Bulletins,1
2017-11-11,London,United Kingdom,"London, United Kingdom",42.0,10.127,derived_from_pm25,Other Cities PM2.5,1
2017-11-12,Paris,France,"Paris, France",45.0,10.9167,derived_from_pm25,Other Cities PM2.5,1
